pitch_type,zone,stand,type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,years_since_2015
4,4.0,1,2,0,1,0,0,0,1,7,50,2,0,1,0.1971252566735113
2,6.0,0,2,0,0,0,0,0,2,7,51,1,0,1,0.1971252566735113
2,5.0,1,1,0,0,0,0,0,0,8,55,1,0,1,0.1971252566735113
1,11.0,1,0,0,1,0,0,0,0,8,55,2,0,1,0.1971252566735113
5,5.0,1,2,1,1,0,0,0,0,8,55,3,0,1,0.1971252566735113
1,11.0,1,0,0,0,0,1,0,0,8,56,1,0,1,0.1971252566735113
1,1.0,1,1,1,0,0,1,0,0,8,56,2,0,1,0.1971252566735113
1,11.0,1,2,1,1,0,1,0,0,8,56,3,0,1,0.1971252566735113
1,14.0,1,1,0,0,1,0,0,1,8,57,1,0,1,0.1971252566735113
4,8.0,1,1,0,1,1,0,0,1,8,57,2,0,1,0.1971252566735113
4,12.0,1,1,0,2,1,0,0,1,8,57,3,0,1,0.1971252566735113
4,11.0,1,1,0,2,1,0,0,1,8,57,4,0,1,0.1971252566735113
2,14.0,1,2,0,2,1,0,0,1,8,57,5,0,1,0.1971252566735113
1,7.0,0,1,0,0,0,0,0,0,1,4,1,0,0,0.2135523613963039
3,13.0,0,2,0,1,0,0,0,0,1,4,2,0,0,0.2135523613963039
1,6.0,1,1,0,0,0,0,0,1,1,5,1,0,0,0.2135523613963039
3,8.0,1,1,0,1,0,0,0,1,1,5,2,0,0,0.2135523613963039
1,12.0,1,0,0,2,0,0,0,1,1,5,3,0,0,0.2135523613963039
1,14.0,1,0,1,2,0,0,0,1,1,5,4,0,0,0.2135523613963039
2,14.0,1,1,2,2,0,0,0,1,1,5,5,0,0,0.2135523613963039
1,14.0,1,0,0,0,0,0,0,2,1,6,1,0,0,0.2135523613963039
3,13.0,1,1,1,0,0,0,0,2,1,6,2,0,0,0.2135523613963039
1,9.0,1,1,1,1,0,0,0,2,1,6,3,0,0,0.2135523613963039
1,9.0,1,2,1,2,0,0,0,2,1,6,4,0,0,0.2135523613963039
4,1.0,0,0,0,0,0,0,0,0,2,12,1,0,0,0.2135523613963039
4,7.0,0,1,1,0,0,0,0,0,2,12,2,0,0,0.2135523613963039
2,13.0,0,0,1,1,0,0,0,0,2,12,3,0,0,0.2135523613963039
2,7.0,0,1,2,1,0,0,0,0,2,12,4,0,0,0.2135523613963039
4,3.0,0,2,2,2,0,0,0,0,2,12,5,0,0,0.2135523613963039
1,6.0,0,1,0,0,0,0,0,1,2,13,1,0,0,0.2135523613963039
4,4.0,0,1,0,1,0,0,0,1,2,13,2,0,0,0.2135523613963039
1,3.0,0,1,0,2,0,0,0,1,2,13,3,0,0,0.2135523613963039
2,14.0,1,0,0,0,0,0,0,2,2,14,1,0,0,0.2135523613963039
2,14.0,1,1,1,0,0,0,0,2,2,14,2,0,0,0.2135523613963039
4,7.0,1,1,1,1,0,0,0,2,2,14,3,0,0,0.2135523613963039
1,12.0,1,0,1,2,0,0,0,2,2,14,4,0,0,0.2135523613963039
1,7.0,1,1,2,2,0,0,0,2,2,14,5,0,0,0.2135523613963039
4,11.0,0,1,0,0,0,0,0,0,3,20,1,0,0,0.2135523613963039
1,5.0,0,1,0,1,0,0,0,0,3,20,2,0,0,0.2135523613963039
1,11.0,0,1,0,2,0,0,0,0,3,20,3,0,0,0.2135523613963039
1,13.0,0,0,0,2,0,0,0,0,3,20,4,0,0,0.2135523613963039
4,13.0,0,0,1,2,0,0,0,0,3,20,5,0,0,0.2135523613963039
1,8.0,0,2,2,2,0,0,0,0,3,20,6,0,0,0.2135523613963039
2,9.0,1,1,0,0,0,0,0,1,3,21,1,0,0,0.2135523613963039
5,6.0,1,1,0,1,0,0,0,1,3,21,2,0,0,0.2135523613963039
5,7.0,1,2,0,2,0,0,0,1,3,21,3,0,0,0.2135523613963039
1,3.0,1,1,0,0,0,1,0,1,3,22,1,0,0,0.2135523613963039
1,9.0,1,2,0,1,0,1,0,1,3,22,2,0,0,0.2135523613963039
5,13.0,0,0,0,0,1,0,0,2,3,23,1,0,0,0.2135523613963039
1,1.0,0,1,1,0,1,0,0,2,3,23,2,0,0,0.2135523613963039
1,2.0,0,1,1,1,1,0,0,2,3,23,3,0,0,0.2135523613963039
1,1.0,0,1,1,2,1,0,0,2,3,23,4,0,0,0.2135523613963039
1,11.0,0,1,1,2,1,0,0,2,3,23,5,0,0,0.2135523613963039
3,6.0,1,2,0,0,0,0,0,0,4,27,1,0,0,0.2135523613963039
1,2.0,1,1,0,0,0,0,0,1,4,28,1,0,0,0.2135523613963039
1,6.0,1,1,0,1,0,0,0,1,4,28,2,0,0,0.2135523613963039
1,12.0,1,1,0,2,0,0,0,1,4,28,3,0,0,0.2135523613963039
1,6.0,0,1,0,0,0,0,0,2,4,29,1,0,0,0.2135523613963039
5,14.0,0,1,0,1,0,0,0,2,4,29,2,0,0,0.2135523613963039
1,1.0,0,1,0,2,0,0,0,2,4,29,3,0,0,0.2135523613963039
5,4.0,0,2,0,2,0,0,0,2,4,29,4,0,0,0.2135523613963039
1,4.0,0,1,0,0,0,0,0,0,5,33,1,0,0,0.2135523613963039
1,1.0,0,1,0,1,0,0,0,0,5,33,2,0,0,0.2135523613963039
1,11.0,0,0,0,2,0,0,0,0,5,33,3,0,0,0.2135523613963039
1,14.0,0,1,1,2,0,0,0,0,5,33,4,0,0,0.2135523613963039
1,11.0,1,0,0,0,0,0,0,1,5,34,1,0,0,0.2135523613963039
2,6.0,1,1,1,0,0,0,0,1,5,34,2,0,0,0.2135523613963039
3,4.0,1,1,1,1,0,0,0,1,5,34,3,0,0,0.2135523613963039
1,14.0,1,1,1,2,0,0,0,1,5,34,4,0,0,0.2135523613963039
1,6.0,1,1,1,2,0,0,0,1,5,34,5,0,0,0.2135523613963039
1,4.0,1,2,1,2,0,0,0,1,5,34,6,0,0,0.2135523613963039
1,11.0,0,1,0,0,0,0,0,2,5,35,1,0,0,0.2135523613963039
1,13.0,0,0,0,1,0,0,0,2,5,35,2,0,0,0.2135523613963039
1,13.0,0,1,1,1,0,0,0,2,5,35,3,0,0,0.2135523613963039
1,11.0,0,0,1,2,0,0,0,2,5,35,4,0,0,0.2135523613963039
1,12.0,0,1,2,2,0,0,0,2,5,35,5,0,0,0.2135523613963039
1,2.0,1,2,0,0,0,0,0,0,6,41,1,0,1,0.2135523613963039
1,2.0,1,1,0,0,0,0,0,1,6,42,1,0,1,0.2135523613963039
2,14.0,1,0,0,1,0,0,0,1,6,42,2,0,1,0.2135523613963039
3,14.0,1,1,1,1,0,0,0,1,6,42,3,0,1,0.2135523613963039
1,12.0,1,0,1,2,0,0,0,1,6,42,4,0,1,0.2135523613963039
1,8.0,1,1,2,2,0,0,0,1,6,42,5,0,1,0.2135523613963039
1,6.0,1,1,2,2,0,0,0,1,6,42,6,0,1,0.2135523613963039
5,7.0,1,2,2,2,0,0,0,1,6,42,7,0,1,0.2135523613963039
3,11.0,0,1,0,0,0,0,0,2,6,43,1,0,1,0.2135523613963039
1,5.0,0,1,0,1,0,0,0,2,6,43,2,0,1,0.2135523613963039
1,12.0,0,1,0,2,0,0,0,2,6,43,3,0,1,0.2135523613963039
5,8.0,0,2,0,2,0,0,0,2,6,43,4,0,1,0.2135523613963039
1,6.0,1,1,0,0,0,0,0,0,7,51,1,0,2,0.2135523613963039
1,14.0,1,0,0,1,0,0,0,0,7,51,2,0,2,0.2135523613963039
2,9.0,1,2,1,1,0,0,0,0,7,51,3,0,2,0.2135523613963039
1,12.0,1,1,0,0,0,0,0,1,7,52,1,0,2,0.2135523613963039
3,8.0,1,2,0,1,0,0,0,1,7,52,2,0,2,0.2135523613963039
2,14.0,0,0,0,0,0,0,0,2,7,53,1,0,2,0.2135523613963039
4,8.0,0,2,1,0,0,0,0,2,7,53,2,0,2,0.2135523613963039
4,4.0,0,1,0,0,0,0,1,2,7,54,1,0,2,0.2135523613963039
1,4.0,0,1,0,1,0,0,1,2,7,54,2,0,2,0.2135523613963039
1,11.0,0,1,0,2,0,0,1,2,7,54,3,0,2,0.2135523613963039
1,11.0,0,1,0,2,0,0,1,2,7,54,4,0,2,0.2135523613963039
5,14.0,0,0,0,2,0,0,1,2,7,54,5,0,2,0.2135523613963039
5,13.0,0,0,1,2,0,0,1,2,7,54,6,0,2,0.2135523613963039
1,1.0,0,1,2,2,0,0,1,2,7,54,7,0,2,0.2135523613963039
1,2.0,0,1,2,2,0,0,1,2,7,54,8,0,2,0.2135523613963039
1,9.0,0,2,2,2,0,0,1,2,7,54,9,0,2,0.2135523613963039
1,9.0,1,1,0,0,0,1,1,2,7,55,1,0,2,0.2135523613963039
3,11.0,1,2,0,1,0,1,1,2,7,55,2,0,2,0.2135523613963039
1,13.0,0,0,0,0,0,0,0,0,8,59,1,0,2,0.2135523613963039
2,14.0,0,2,1,0,0,0,0,0,8,59,2,0,2,0.2135523613963039
2,9.0,1,1,0,0,0,0,1,0,8,60,1,0,2,0.2135523613963039
1,14.0,1,0,0,1,0,0,1,0,8,60,2,0,2,0.2135523613963039
4,4.0,1,2,1,1,0,0,1,0,8,60,3,0,2,0.2135523613963039
2,14.0,1,0,0,0,0,0,0,2,8,61,1,0,2,0.2135523613963039
2,14.0,1,2,1,0,0,0,0,2,8,61,2,0,2,0.2135523613963039
1,4.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.2327173169062286
2,14.0,1,2,0,1,0,0,0,0,1,1,2,0,0,0.2327173169062286
1,5.0,0,1,0,0,0,0,0,1,1,2,1,0,0,0.2327173169062286
3,8.0,0,1,0,1,0,0,0,1,1,2,2,0,0,0.2327173169062286
1,2.0,0,1,0,2,0,0,0,1,1,2,3,0,0,0.2327173169062286
1,12.0,0,0,0,2,0,0,0,1,1,2,4,0,0,0.2327173169062286
2,14.0,0,1,1,2,0,0,0,1,1,2,5,0,0,0.2327173169062286
3,13.0,0,2,1,2,0,0,0,1,1,2,6,0,0,0.2327173169062286
1,13.0,0,0,0,0,0,0,0,2,1,3,1,0,0,0.2327173169062286
3,11.0,0,1,1,0,0,0,0,2,1,3,2,0,0,0.2327173169062286
4,5.0,0,1,1,1,0,0,0,2,1,3,3,0,0,0.2327173169062286
4,11.0,0,0,1,2,0,0,0,2,1,3,4,0,0,0.2327173169062286
1,2.0,0,1,2,2,0,0,0,2,1,3,5,0,0,0.2327173169062286
5,14.0,0,0,0,0,0,0,0,0,2,8,1,0,0,0.2327173169062286
4,11.0,0,0,1,0,0,0,0,0,2,8,2,0,0,0.2327173169062286
4,2.0,0,1,2,0,0,0,0,0,2,8,3,0,0,0.2327173169062286
3,13.0,0,0,2,1,0,0,0,0,2,8,4,0,0,0.2327173169062286
1,11.0,0,1,3,1,0,0,0,0,2,8,5,0,0,0.2327173169062286
1,12.0,0,0,3,2,0,0,0,0,2,8,6,0,0,0.2327173169062286
4,12.0,0,0,0,0,0,0,1,0,2,9,1,0,0,0.2327173169062286
4,7.0,0,1,1,0,0,0,1,0,2,9,2,0,0,0.2327173169062286
4,11.0,0,0,1,1,0,0,1,0,2,9,3,0,0,0.2327173169062286
1,3.0,0,2,2,1,0,0,1,0,2,9,4,0,0,0.2327173169062286
4,9.0,1,1,0,0,0,0,1,1,2,10,1,0,0,0.2327173169062286
4,1.0,1,2,0,1,0,0,1,1,2,10,2,0,0,0.2327173169062286
4,2.0,0,2,0,0,1,0,1,1,2,11,1,0,0,0.2327173169062286
1,12.0,1,1,0,0,0,1,0,2,2,12,1,1,0,0.2327173169062286
2,14.0,1,0,0,1,0,1,0,2,2,12,2,1,0,0.2327173169062286
2,14.0,1,1,1,1,0,1,0,2,2,12,3,1,0,0.2327173169062286
2,14.0,1,0,1,2,0,1,0,2,2,12,4,1,0,0.2327173169062286
2,14.0,1,1,2,2,0,1,0,2,2,12,5,1,0,0.2327173169062286
1,2.0,1,0,0,0,0,0,0,0,3,16,1,1,0,0.2327173169062286
1,3.0,1,1,1,0,0,0,0,0,3,16,2,1,0,0.2327173169062286
3,9.0,1,1,1,1,0,0,0,0,3,16,3,1,0,0.2327173169062286
1,12.0,1,0,1,2,0,0,0,0,3,16,4,1,0,0.2327173169062286
2,6.0,1,2,2,2,0,0,0,0,3,16,5,1,0,0.2327173169062286
2,9.0,1,2,0,0,0,0,0,1,3,17,1,1,0,0.2327173169062286
2,13.0,0,0,0,0,0,0,1,1,3,18,1,1,0,0.2327173169062286
3,5.0,0,1,1,0,0,0,1,1,3,18,2,1,0,0.2327173169062286
3,13.0,0,1,1,1,0,0,1,1,3,18,3,1,0,0.2327173169062286
3,14.0,0,0,1,2,0,0,1,1,3,18,4,1,0,0.2327173169062286
1,11.0,0,1,2,2,0,0,1,1,3,18,5,1,0,0.2327173169062286
3,13.0,0,2,2,2,0,0,1,1,3,18,6,1,0,0.2327173169062286
3,11.0,0,2,0,0,0,0,1,2,3,19,1,1,0,0.2327173169062286
5,9.0,0,0,0,0,1,0,1,2,3,20,1,1,0,0.2327173169062286
1,11.0,0,0,1,0,1,0,1,2,3,20,2,1,0,0.2327173169062286
4,11.0,0,0,2,0,1,0,1,2,3,20,3,1,0,0.2327173169062286
1,11.0,0,0,3,0,1,0,1,2,3,20,4,1,0,0.2327173169062286
1,6.0,0,1,0,0,1,1,1,2,3,21,1,1,0,0.2327173169062286
1,4.0,0,1,0,1,1,1,1,2,3,21,2,1,0,0.2327173169062286
1,3.0,0,2,0,2,1,1,1,2,3,21,3,1,0,0.2327173169062286
1,6.0,1,1,0,0,0,0,0,0,4,27,1,1,1,0.2327173169062286
1,12.0,1,0,0,1,0,0,0,0,4,27,2,1,1,0.2327173169062286
1,3.0,1,1,1,1,0,0,0,0,4,27,3,1,1,0.2327173169062286
1,14.0,1,0,1,2,0,0,0,0,4,27,4,1,1,0.2327173169062286
2,8.0,1,1,2,2,0,0,0,0,4,27,5,1,1,0.2327173169062286
3,7.0,1,2,2,2,0,0,0,0,4,27,6,1,1,0.2327173169062286
2,14.0,0,0,0,0,0,0,0,1,4,28,1,1,1,0.2327173169062286
3,14.0,0,0,1,0,0,0,0,1,4,28,2,1,1,0.2327173169062286
1,14.0,0,0,2,0,0,0,0,1,4,28,3,1,1,0.2327173169062286
1,9.0,0,1,3,0,0,0,0,1,4,28,4,1,1,0.2327173169062286
1,8.0,0,1,3,1,0,0,0,1,4,28,5,1,1,0.2327173169062286
3,14.0,0,2,3,2,0,0,0,1,4,28,6,1,1,0.2327173169062286
1,9.0,1,1,0,0,0,0,0,2,4,29,1,1,1,0.2327173169062286
1,5.0,1,1,0,1,0,0,0,2,4,29,2,1,1,0.2327173169062286
1,14.0,1,0,0,2,0,0,0,2,4,29,3,1,1,0.2327173169062286
1,14.0,1,0,1,2,0,0,0,2,4,29,4,1,1,0.2327173169062286
1,7.0,1,0,2,2,0,0,0,2,4,29,5,1,1,0.2327173169062286
1,9.0,1,2,3,2,0,0,0,2,4,29,6,1,1,0.2327173169062286
1,12.0,1,0,0,0,0,0,0,0,5,34,1,1,1,0.2327173169062286
2,2.0,1,0,1,0,0,0,0,0,5,34,2,1,1,0.2327173169062286
1,9.0,1,1,2,0,0,0,0,0,5,34,3,1,1,0.2327173169062286
3,8.0,1,2,2,1,0,0,0,0,5,34,4,1,1,0.2327173169062286
1,9.0,1,1,0,0,0,0,0,1,5,35,1,1,1,0.2327173169062286
3,14.0,1,0,0,1,0,0,0,1,5,35,2,1,1,0.2327173169062286
3,8.0,1,1,1,1,0,0,0,1,5,35,3,1,1,0.2327173169062286
4,11.0,1,0,1,2,0,0,0,1,5,35,4,1,1,0.2327173169062286
1,14.0,1,1,2,2,0,0,0,1,5,35,5,1,1,0.2327173169062286
4,11.0,1,1,2,2,0,0,0,1,5,35,6,1,1,0.2327173169062286
5,14.0,1,1,2,2,0,0,0,1,5,35,7,1,1,0.2327173169062286
2,14.0,1,0,2,2,0,0,0,1,5,35,8,1,1,0.2327173169062286
2,9.0,1,2,3,2,0,0,0,1,5,35,9,1,1,0.2327173169062286
1,3.0,0,1,0,0,0,1,0,1,5,36,1,1,1,0.2327173169062286
1,2.0,0,1,0,1,0,1,0,1,5,36,2,1,1,0.2327173169062286
1,12.0,0,1,0,2,0,1,0,1,5,36,3,1,1,0.2327173169062286
3,13.0,0,1,0,2,0,1,0,1,5,36,4,1,1,0.2327173169062286
4,11.0,0,1,0,2,0,1,0,1,5,36,5,1,1,0.2327173169062286
2,9.0,0,1,0,2,0,1,0,1,5,36,6,1,1,0.2327173169062286
1,7.0,0,2,0,2,0,1,0,1,5,36,7,1,1,0.2327173169062286
1,13.0,0,1,0,0,0,0,1,1,5,37,1,2,1,0.2327173169062286
4,4.0,0,2,0,1,0,0,1,1,5,37,2,2,1,0.2327173169062286
1,1.0,0,1,0,0,0,0,1,2,5,38,1,2,1,0.2327173169062286
3,13.0,0,0,0,1,0,0,1,2,5,38,2,2,1,0.2327173169062286
1,11.0,0,1,1,1,0,0,1,2,5,38,3,2,1,0.2327173169062286
1,6.0,0,2,1,2,0,0,1,2,5,38,4,2,1,0.2327173169062286
1,4.0,0,1,0,0,0,0,0,0,6,42,1,2,1,0.2327173169062286
3,7.0,0,1,0,1,0,0,0,0,6,42,2,2,1,0.2327173169062286
1,12.0,0,0,0,2,0,0,0,0,6,42,3,2,1,0.2327173169062286
3,13.0,0,0,1,2,0,0,0,0,6,42,4,2,1,0.2327173169062286
1,14.0,0,1,2,2,0,0,0,0,6,42,5,2,1,0.2327173169062286
1,7.0,0,2,2,2,0,0,0,0,6,42,6,2,1,0.2327173169062286
3,11.0,1,0,0,0,0,0,1,0,6,43,1,2,1,0.2327173169062286
3,13.0,1,0,1,0,0,0,1,0,6,43,2,2,1,0.2327173169062286
4,11.0,1,1,2,0,0,0,1,0,6,43,3,2,1,0.2327173169062286
4,9.0,1,1,2,1,0,0,1,0,6,43,4,2,1,0.2327173169062286
4,13.0,1,1,2,2,0,0,1,0,6,43,5,2,1,0.2327173169062286
2,5.0,1,2,2,2,0,0,1,0,6,43,6,2,1,0.2327173169062286
1,13.0,0,1,0,0,0,0,1,1,6,44,1,2,1,0.2327173169062286
4,8.0,0,1,0,1,0,0,1,1,6,44,2,2,1,0.2327173169062286
1,5.0,0,1,0,2,0,0,1,1,6,44,3,2,1,0.2327173169062286
4,13.0,0,0,0,2,0,0,1,1,6,44,4,2,1,0.2327173169062286
1,2.0,0,1,1,2,0,0,1,1,6,44,5,2,1,0.2327173169062286
1,14.0,0,0,1,2,0,0,1,1,6,44,6,2,1,0.2327173169062286
4,11.0,0,0,2,2,0,0,1,1,6,44,7,2,1,0.2327173169062286
1,9.0,0,2,3,2,0,0,1,1,6,44,8,2,1,0.2327173169062286
1,11.0,0,0,0,0,0,0,0,0,1,4,1,0,0,0.24914442162902123
1,5.0,0,2,1,0,0,0,0,0,1,4,2,0,0,0.24914442162902123
1,11.0,0,1,0,0,0,0,0,1,1,5,1,0,0,0.24914442162902123
2,7.0,0,0,0,1,0,0,0,1,1,5,2,0,0,0.24914442162902123
1,7.0,0,2,1,1,0,0,0,1,1,5,3,0,0,0.24914442162902123
2,14.0,1,0,0,0,0,0,0,2,1,6,1,0,0,0.24914442162902123
1,9.0,1,1,1,0,0,0,0,2,1,6,2,0,0,0.24914442162902123
4,4.0,1,2,1,1,0,0,0,2,1,6,3,0,0,0.24914442162902123
1,8.0,1,1,0,0,0,0,0,0,2,11,1,0,0,0.24914442162902123
5,14.0,1,1,0,1,0,0,0,0,2,11,2,0,0,0.24914442162902123
1,12.0,1,2,0,2,0,0,0,0,2,11,3,0,0,0.24914442162902123
1,13.0,0,1,0,0,0,1,0,0,2,12,1,0,0,0.24914442162902123
1,5.0,0,1,0,1,0,1,0,0,2,12,2,0,0,0.24914442162902123
2,5.0,0,1,0,2,0,1,0,0,2,12,3,0,0,0.24914442162902123
5,13.0,0,1,0,2,0,1,0,0,2,12,4,0,0,0.24914442162902123
4,11.0,0,0,0,0,0,1,0,1,2,13,1,0,0,0.24914442162902123
3,13.0,0,0,1,0,0,1,0,1,2,13,2,0,0,0.24914442162902123
1,2.0,0,1,2,0,0,1,0,1,2,13,3,0,0,0.24914442162902123
1,1.0,0,1,2,1,0,1,0,1,2,13,4,0,0,0.24914442162902123
1,12.0,0,1,2,2,0,1,0,1,2,13,5,0,0,0.24914442162902123
1,1.0,0,1,2,2,0,1,0,1,2,13,6,0,0,0.24914442162902123
1,8.0,1,1,0,0,0,1,0,2,2,14,1,0,0,0.24914442162902123
2,14.0,1,0,0,1,0,1,0,2,2,14,2,0,0,0.24914442162902123
2,9.0,1,1,1,1,0,1,0,2,2,14,3,0,0,0.24914442162902123
1,6.0,1,1,1,2,0,1,0,2,2,14,4,0,0,0.24914442162902123
1,12.0,1,1,1,2,0,1,0,2,2,14,5,0,0,0.24914442162902123
2,8.0,1,2,0,0,0,0,0,0,3,19,1,0,0,0.24914442162902123
1,3.0,1,1,0,0,0,0,1,0,3,20,1,0,0,0.24914442162902123
1,5.0,1,2,0,1,0,0,1,0,3,20,2,0,0,0.24914442162902123
3,13.0,0,0,0,0,0,1,0,1,3,21,1,0,0,0.24914442162902123
1,13.0,0,1,1,0,0,1,0,1,3,21,2,0,0,0.24914442162902123
1,11.0,0,1,1,1,0,1,0,1,3,21,3,0,0,0.24914442162902123
4,11.0,0,0,1,2,0,1,0,1,3,21,4,0,0,0.24914442162902123
5,13.0,0,0,2,2,0,1,0,1,3,21,5,0,0,0.24914442162902123
3,11.0,0,0,3,2,0,1,0,1,3,21,6,0,0,0.24914442162902123
1,11.0,0,0,0,0,0,1,1,1,3,22,1,0,0,0.24914442162902123
2,11.0,0,0,1,0,0,1,1,1,3,22,2,0,0,0.24914442162902123
1,13.0,0,1,2,0,0,1,1,1,3,22,3,0,0,0.24914442162902123
1,8.0,0,2,2,1,0,1,1,1,3,22,4,0,0,0.24914442162902123
1,5.0,1,2,0,0,0,1,1,2,3,23,1,0,0,0.24914442162902123
1,5.0,1,1,0,0,0,0,0,0,4,28,1,0,0,0.24914442162902123
2,14.0,1,1,0,1,0,0,0,0,4,28,2,0,0,0.24914442162902123
1,13.0,1,1,0,2,0,0,0,0,4,28,3,0,0,0.24914442162902123
5,9.0,0,1,0,0,0,0,0,1,4,29,1,0,0,0.24914442162902123
4,2.0,0,1,0,1,0,0,0,1,4,29,2,0,0,0.24914442162902123
1,14.0,0,1,0,2,0,0,0,1,4,29,3,0,0,0.24914442162902123
1,11.0,0,0,0,0,0,0,0,2,4,30,1,0,0,0.24914442162902123
3,14.0,0,0,1,0,0,0,0,2,4,30,2,0,0,0.24914442162902123
1,11.0,0,1,2,0,0,0,0,2,4,30,3,0,0,0.24914442162902123
1,8.0,0,2,2,1,0,0,0,2,4,30,4,0,0,0.24914442162902123
1,9.0,1,1,0,0,0,0,1,2,4,31,1,0,0,0.24914442162902123
1,14.0,1,0,0,1,0,0,1,2,4,31,2,0,0,0.24914442162902123
1,13.0,1,0,1,1,0,0,1,2,4,31,3,0,0,0.24914442162902123
1,2.0,1,2,2,1,0,0,1,2,4,31,4,0,0,0.24914442162902123
1,12.0,1,1,0,0,0,0,0,0,5,35,1,0,0,0.24914442162902123
2,8.0,1,2,0,1,0,0,0,0,5,35,2,0,0,0.24914442162902123
1,6.0,1,1,0,0,0,0,0,1,5,36,1,0,0,0.24914442162902123
1,14.0,1,1,0,1,0,0,0,1,5,36,2,0,0,0.24914442162902123
1,3.0,1,1,0,2,0,0,0,1,5,36,3,0,0,0.24914442162902123
1,14.0,1,0,0,2,0,0,0,1,5,36,4,0,0,0.24914442162902123
1,12.0,1,0,1,2,0,0,0,1,5,36,5,0,0,0.24914442162902123
1,14.0,1,1,2,2,0,0,0,1,5,36,6,0,0,0.24914442162902123
5,6.0,0,1,0,0,0,0,0,2,5,37,1,0,0,0.24914442162902123
4,4.0,0,1,0,1,0,0,0,2,5,37,2,0,0,0.24914442162902123
5,7.0,0,2,0,2,0,0,0,2,5,37,3,0,0,0.24914442162902123
3,8.0,0,1,0,0,0,0,0,0,6,44,1,0,1,0.24914442162902123
2,7.0,0,2,0,1,0,0,0,0,6,44,2,0,1,0.24914442162902123
1,3.0,1,0,0,0,0,0,0,1,6,45,1,0,1,0.24914442162902123
3,14.0,1,0,1,0,0,0,0,1,6,45,2,0,1,0.24914442162902123
2,8.0,1,1,2,0,0,0,0,1,6,45,3,0,1,0.24914442162902123
2,9.0,1,1,2,1,0,0,0,1,6,45,4,0,1,0.24914442162902123
1,13.0,1,0,2,2,0,0,0,1,6,45,5,0,1,0.24914442162902123
2,8.0,1,2,3,2,0,0,0,1,6,45,6,0,1,0.24914442162902123
3,4.0,1,1,0,0,0,0,0,2,6,46,1,0,1,0.24914442162902123
2,14.0,1,0,0,1,0,0,0,2,6,46,2,0,1,0.24914442162902123
2,12.0,1,1,1,1,0,0,0,2,6,46,3,0,1,0.24914442162902123
5,14.0,1,1,1,2,0,0,0,2,6,46,4,0,1,0.24914442162902123
4,5.0,0,2,0,0,0,0,0,0,7,52,1,0,2,0.24914442162902123
1,1.0,0,1,0,0,0,0,0,1,7,53,1,0,2,0.24914442162902123
4,8.0,0,2,0,1,0,0,0,1,7,53,2,0,2,0.24914442162902123
1,14.0,1,0,0,0,0,0,0,2,7,54,1,0,2,0.24914442162902123
1,14.0,1,1,1,0,0,0,0,2,7,54,2,0,2,0.24914442162902123
2,9.0,1,1,1,1,0,0,0,2,7,54,3,0,2,0.24914442162902123
1,14.0,1,0,1,2,0,0,0,2,7,54,4,0,2,0.24914442162902123
5,14.0,1,0,2,2,0,0,0,2,7,54,5,0,2,0.24914442162902123
1,3.0,1,1,3,2,0,0,0,2,7,54,6,0,2,0.24914442162902123
2,8.0,1,1,3,2,0,0,0,2,7,54,7,0,2,0.24914442162902123
1,4.0,1,2,0,0,0,0,0,0,8,58,1,0,2,0.24914442162902123
1,6.0,0,1,0,0,0,0,0,1,8,59,1,0,2,0.24914442162902123
5,14.0,0,0,0,1,0,0,0,1,8,59,2,0,2,0.24914442162902123
4,9.0,0,1,1,1,0,0,0,1,8,59,3,0,2,0.24914442162902123
1,11.0,0,0,1,2,0,0,0,1,8,59,4,0,2,0.24914442162902123
1,7.0,0,1,2,2,0,0,0,1,8,59,5,0,2,0.24914442162902123
1,11.0,0,0,0,0,0,0,0,2,8,60,1,0,2,0.24914442162902123
3,11.0,0,0,1,0,0,0,0,2,8,60,2,0,2,0.24914442162902123
1,1.0,0,1,2,0,0,0,0,2,8,60,3,0,2,0.24914442162902123
1,4.0,0,1,2,1,0,0,0,2,8,60,4,0,2,0.24914442162902123
1,3.0,0,1,2,2,0,0,0,2,8,60,5,0,2,0.24914442162902123
4,4.0,0,1,2,2,0,0,0,2,8,60,6,0,2,0.24914442162902123
1,5.0,1,1,0,0,0,0,0,0,1,4,1,0,0,0.28473648186173856
1,6.0,1,1,0,1,0,0,0,0,1,4,2,0,0,0.28473648186173856
2,14.0,1,1,0,2,0,0,0,0,1,4,3,0,0,0.28473648186173856
1,4.0,0,1,0,0,0,0,0,1,1,5,1,0,0,0.28473648186173856
3,11.0,0,1,0,1,0,0,0,1,1,5,2,0,0,0.28473648186173856
1,5.0,0,1,0,2,0,0,0,1,1,5,3,0,0,0.28473648186173856
2,14.0,0,1,0,2,0,0,0,1,1,5,4,0,0,0.28473648186173856
1,2.0,0,1,0,2,0,0,0,1,1,5,5,0,0,0.28473648186173856
1,4.0,0,1,0,2,0,0,0,1,1,5,6,0,0,0.28473648186173856
1,13.0,0,1,0,0,0,0,0,2,1,6,1,0,0,0.28473648186173856
4,11.0,0,0,0,1,0,0,0,2,1,6,2,0,0,0.28473648186173856
4,11.0,0,0,1,1,0,0,0,2,1,6,3,0,0,0.28473648186173856
