,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
157,19339,Nicky Lopez,26,565,0.3,0.087,0.131,0.66,0.365,0.378,7.1,6.7,0.47,0.31,0.25,0.37,0.08,1.31,-79.97,0.282,0.643,0.444,0.75,0.9279999999999999,0.865,0.447,0.619,0.06
37,17929,Cedric Mullins II,26,675,0.291,0.087,0.185,0.47,0.36,0.518,6.1,32.0,0.93,1.52,6.06,1.16,2.26,2.57,,0.3,0.645,0.451,0.7170000000000001,0.878,0.8170000000000001,0.436,0.591,0.08199999999999999
23,15711,Tyler O'Neill,26,537,0.286,0.071,0.313,0.23,0.352,0.56,5.8,30.8,1.42,1.56,2.65,1.23,1.5,1.07,,0.321,0.7509999999999999,0.498,0.514,0.773,0.675,0.41100000000000003,0.609,0.162
18,15640,Aaron Judge,29,633,0.287,0.11800000000000001,0.25,0.47,0.373,0.544,2.9,38.0,1.71,0.91,1.66,3.02,0.26,-1.91,,0.27,0.675,0.425,0.5670000000000001,0.8420000000000001,0.7340000000000001,0.382,0.594,0.113
49,9241,Starling Marte,32,526,0.31,0.08199999999999999,0.188,0.43,0.383,0.458,7.8,21.8,1.41,2.33,2.03,0.26,0.35,-5.75,,0.342,0.7120000000000001,0.488,0.645,0.879,0.779,0.39399999999999996,0.6409999999999999,0.10800000000000001
62,5417,Jose Altuve,31,678,0.278,0.09699999999999999,0.134,0.73,0.35,0.489,3.7,23.8,1.25,0.99,1.85,-0.3,0.56,2.64,0.65,0.34700000000000003,0.667,0.47,0.772,0.919,0.852,0.385,0.636,0.07
34,9218,Paul Goldschmidt,33,679,0.294,0.099,0.2,0.49,0.365,0.514,5.0,33.2,1.92,-0.02,0.83,0.7,1.54,2.01,,0.281,0.6609999999999999,0.442,0.716,0.8109999999999999,0.7759999999999999,0.423,0.5710000000000001,0.099
69,19612,Bo Bichette,23,690,0.298,0.057999999999999996,0.19899999999999998,0.29,0.343,0.484,6.0,22.5,0.4,1.29,-0.92,2.91,2.5,-0.66,,0.425,0.8079999999999999,0.578,0.687,0.889,0.8,0.401,0.6459999999999999,0.11599999999999999
13,19755,Shohei Ohtani,26,639,0.257,0.15,0.29600000000000004,0.51,0.372,0.592,6.9,41.8,1.55,3.26,1.11,0.27,1.96,2.33,,0.301,0.72,0.45799999999999996,0.528,0.773,0.672,0.374,0.5710000000000001,0.15
31,14344,Matt Olson,27,673,0.271,0.131,0.168,0.78,0.371,0.54,2.8,35.7,0.8,2.04,1.97,1.27,1.47,1.16,,0.28300000000000003,0.738,0.469,0.685,0.841,0.7859999999999999,0.409,0.539,0.10099999999999999
53,18882,Brandon Lowe,26,615,0.247,0.111,0.272,0.41,0.34,0.523,3.8,24.9,1.45,-0.41,0.74,3.67,0.85,2.27,,0.33799999999999997,0.794,0.524,0.546,0.7829999999999999,0.6920000000000001,0.409,0.621,0.161
28,5361,Freddie Freeman,31,695,0.3,0.122,0.154,0.79,0.393,0.503,4.3,37.2,1.31,2.09,-0.47,1.98,2.24,-2.05,,0.297,0.807,0.511,0.741,0.8440000000000001,0.809,0.42,0.573,0.09699999999999999
29,9166,Buster Posey,34,454,0.304,0.12300000000000001,0.192,0.64,0.39,0.499,1.5,24.2,1.59,0.62,1.35,-0.58,2.13,-4.88,,0.272,0.687,0.445,0.695,0.825,0.779,0.41700000000000004,0.564,0.098
30,13301,Max Muncy,30,592,0.249,0.14,0.203,0.69,0.368,0.527,3.6,31.5,2.38,-0.08,3.92,-1.11,1.05,2.19,,0.191,0.622,0.376,0.585,0.86,0.78,0.429,0.537,0.083
25,18345,Kyle Tucker,24,567,0.294,0.09300000000000001,0.159,0.59,0.359,0.557,5.3,31.9,1.13,1.03,5.98,-0.36,2.6,0.89,7.88,0.308,0.826,0.524,0.696,0.884,0.82,0.41700000000000004,0.58,0.094
27,18360,Austin Riley,24,662,0.303,0.079,0.254,0.31,0.367,0.531,2.0,35.6,0.87,1.2,0.42,3.81,3.54,-2.02,,0.34600000000000003,0.746,0.501,0.627,0.82,0.7390000000000001,0.38799999999999996,0.633,0.131
51,19197,Will Smith,26,501,0.258,0.11599999999999999,0.20199999999999999,0.57,0.365,0.495,4.1,20.5,2.13,-0.5,-0.84,-0.58,1.39,6.28,,0.247,0.644,0.419,0.6990000000000001,0.855,0.8029999999999999,0.43200000000000005,0.5770000000000001,0.083
92,15172,Tim Anderson,28,551,0.309,0.04,0.21600000000000003,0.18,0.338,0.469,5.8,13.8,1.14,-0.15,1.06,1.66,2.96,-0.15,,0.405,0.8190000000000001,0.578,0.63,0.8490000000000001,0.76,0.419,0.648,0.139
58,13265,Mike Zunino,30,375,0.216,0.091,0.35200000000000004,0.26,0.301,0.559,3.7,13.7,0.81,1.39,2.52,-2.23,2.7,-10.96,,0.315,0.685,0.46799999999999997,0.47100000000000003,0.746,0.637,0.413,0.5870000000000001,0.17
123,11739,J.T. Realmuto,30,537,0.263,0.08900000000000001,0.24,0.37,0.343,0.439,5.5,9.4,0.79,-0.48,-0.05,2.12,-0.24,5.46,,0.331,0.723,0.495,0.6609999999999999,0.8140000000000001,0.754,0.418,0.622,0.122
6,18401,Ronald Acuna Jr.,23,360,0.283,0.136,0.23600000000000002,0.58,0.394,0.596,6.1,29.1,1.88,3.75,4.26,-0.86,1.67,2.68,,0.239,0.6970000000000001,0.428,0.613,0.8170000000000001,0.75,0.41200000000000003,0.531,0.107
42,13066,Teoscar Hernandez,28,595,0.296,0.061,0.249,0.24,0.346,0.524,4.1,26.8,0.86,1.4,5.59,0.67,0.79,8.16,,0.34299999999999997,0.77,0.519,0.523,0.818,0.703,0.41100000000000003,0.632,0.154
43,12161,Xander Bogaerts,28,603,0.295,0.10300000000000001,0.187,0.55,0.37,0.493,3.8,26.7,1.71,0.4,-0.25,-0.32,1.86,1.16,,0.341,0.634,0.457,0.7090000000000001,0.867,0.7959999999999999,0.397,0.58,0.09300000000000001
59,5235,Justin Turner,36,612,0.278,0.1,0.16,0.62,0.361,0.471,2.9,22.3,0.58,0.88,0.13,2.5,2.26,3.45,,0.28,0.684,0.445,0.741,0.898,0.84,0.408,0.5539999999999999,0.071
212,12916,Francisco Lindor,27,524,0.23,0.111,0.183,0.6,0.322,0.412,5.3,1.0,0.72,-0.4,-2.43,-0.02,0.42,-9.8,,0.299,0.722,0.47100000000000003,0.6409999999999999,0.856,0.775,0.405,0.58,0.106
35,17350,Rafael Devers,24,664,0.279,0.09300000000000001,0.215,0.43,0.352,0.538,3.2,32.2,0.7,2.22,-1.39,2.51,3.23,4.11,-6.54,0.361,0.797,0.535,0.669,0.7909999999999999,0.741,0.39899999999999997,0.627,0.138
77,11493,Manny Machado,28,640,0.278,0.098,0.159,0.62,0.347,0.489,4.7,18.7,0.18,1.6,1.67,0.54,1.52,7.26,,0.32899999999999996,0.71,0.48,0.637,0.897,0.79,0.396,0.606,0.10099999999999999
80,13152,Jorge Polanco,27,644,0.269,0.07,0.183,0.38,0.323,0.503,4.7,18.5,1.38,1.1,0.65,1.92,-0.09,-3.01,,0.33399999999999996,0.71,0.493,0.688,0.898,0.816,0.42200000000000004,0.596,0.091
81,14128,Joey Gallo,27,616,0.199,0.18,0.34600000000000003,0.52,0.351,0.458,4.2,17.4,1.29,0.5,0.11,-0.04,-0.34,-5.53,,0.221,0.675,0.402,0.43799999999999994,0.727,0.631,0.39899999999999997,0.541,0.14800000000000002
5,14161,Byron Buxton,27,254,0.306,0.051,0.244,0.21,0.358,0.647,6.0,21.9,2.88,1.95,6.88,6.28,-1.21,-5.8,,0.345,0.8,0.53,0.6,0.797,0.72,0.405,0.654,0.14800000000000002
120,9777,Nolan Arenado,30,653,0.255,0.077,0.147,0.52,0.312,0.494,3.3,11.6,-0.91,0.43,1.31,0.89,5.45,5.77,,0.33,0.6729999999999999,0.46799999999999997,0.7040000000000001,0.927,0.833,0.401,0.585,0.078
100,18036,Jake Cronenworth,27,643,0.266,0.086,0.14,0.61,0.34,0.46,4.9,14.0,0.45,1.17,-1.74,4.38,0.9,0.19,,0.26899999999999996,0.626,0.42700000000000005,0.748,0.941,0.873,0.44299999999999995,0.602,0.054000000000000006
241,16505,Matt Chapman,28,622,0.21,0.129,0.325,0.4,0.314,0.403,3.6,-1.5,0.04,0.77,-2.23,-3.13,1.51,3.7,,0.266,0.693,0.446,0.617,0.75,0.7040000000000001,0.423,0.598,0.132
94,12979,Javier Baez,28,547,0.265,0.051,0.336,0.15,0.319,0.494,5.9,13.4,-0.33,2.3,2.89,1.57,0.88,-5.45,,0.466,0.774,0.568,0.531,0.7340000000000001,0.622,0.33,0.647,0.217
83,17232,Yoan Moncada,26,616,0.263,0.136,0.255,0.54,0.375,0.412,2.8,16.7,-0.01,1.09,3.17,3.28,-0.4,3.22,,0.272,0.655,0.426,0.5760000000000001,0.8440000000000001,0.741,0.402,0.555,0.11
111,10472,Enrique Hernandez,29,585,0.25,0.10400000000000001,0.188,0.55,0.337,0.449,3.6,11.3,1.11,0.64,0.72,-1.45,0.25,3.97,-5.05,0.276,0.6890000000000001,0.446,0.602,0.878,0.777,0.41100000000000003,0.585,0.099
47,13611,Mookie Betts,28,550,0.264,0.124,0.156,0.79,0.367,0.487,5.4,23.2,1.14,0.03,3.86,2.98,1.18,3.35,,0.22899999999999998,0.6459999999999999,0.40399999999999997,0.682,0.9309999999999999,0.8490000000000001,0.42,0.5820000000000001,0.061
121,16556,Ozzie Albies,24,686,0.259,0.069,0.187,0.37,0.31,0.488,6.8,12.2,0.96,-0.49,0.67,1.23,1.02,-4.65,,0.385,0.8340000000000001,0.5670000000000001,0.691,0.815,0.765,0.405,0.611,0.133
93,13621,Jeimer Candelario,27,626,0.271,0.10400000000000001,0.21600000000000003,0.48,0.351,0.443,2.4,15.5,0.89,-0.62,1.44,0.39,0.14,5.27,,0.32299999999999995,0.703,0.475,0.64,0.877,0.7809999999999999,0.401,0.61,0.10400000000000001
78,19290,Randy Arozarena,26,604,0.274,0.09300000000000001,0.281,0.33,0.356,0.459,5.9,17.6,1.69,0.07,0.21,0.15,0.02,-5.8,,0.28800000000000003,0.675,0.44,0.588,0.76,0.6920000000000001,0.39399999999999996,0.579,0.136
15,4314,Joey Votto,37,533,0.266,0.14400000000000002,0.23800000000000002,0.61,0.375,0.563,2.2,33.9,2.65,-0.75,3.6,2.12,-0.28,1.99,,0.247,0.715,0.439,0.5710000000000001,0.816,0.735,0.41100000000000003,0.5820000000000001,0.11599999999999999
40,19556,Yordan Alvarez,24,598,0.277,0.084,0.242,0.34,0.346,0.531,2.9,27.2,0.5,1.89,4.4,1.19,-0.64,-0.26,16.13,0.303,0.621,0.43,0.628,0.9109999999999999,0.7909999999999999,0.4,0.555,0.09
11,11368,Yasmani Grandal,32,375,0.24,0.23199999999999998,0.21899999999999997,1.06,0.42,0.52,1.3,27.2,2.02,2.02,0.58,1.22,-0.28,-1.89,,0.187,0.511,0.319,0.632,0.847,0.773,0.40700000000000003,0.485,0.073
16,11737,Nick Castellanos,29,585,0.309,0.07,0.207,0.34,0.362,0.576,3.5,37.2,2.38,0.38,4.82,0.55,1.37,-5.6,,0.40399999999999997,0.799,0.5489999999999999,0.568,0.8320000000000001,0.7090000000000001,0.369,0.609,0.16
17,13624,Corey Seager,27,409,0.306,0.11699999999999999,0.161,0.73,0.394,0.521,3.3,25.3,3.56,1.41,1.04,0.02,1.21,-2.79,-22.02,0.32,0.846,0.5329999999999999,0.511,0.862,0.737,0.405,0.6409999999999999,0.14
102,15223,Adam Frazier,29,639,0.305,0.075,0.10800000000000001,0.7,0.368,0.411,4.8,13.7,0.56,-1.12,0.26,0.49,2.09,5.94,,0.298,0.695,0.47600000000000003,0.802,0.9329999999999999,0.887,0.447,0.624,0.054000000000000006
7,10264,Brandon Belt,33,381,0.274,0.126,0.27,0.47,0.378,0.597,4.1,28.9,1.09,2.14,0.49,4.2,2.53,-5.7,,0.235,0.7859999999999999,0.47200000000000003,0.659,0.794,0.7559999999999999,0.43,0.5329999999999999,0.115
12,20043,Luis Robert,23,296,0.338,0.047,0.20600000000000002,0.23,0.378,0.567,4.8,20.7,2.51,1.13,-3.25,5.63,3.51,3.53,,0.445,0.858,0.615,0.565,0.8640000000000001,0.736,0.41,0.7090000000000001,0.162
56,19251,Pete Alonso,26,637,0.262,0.094,0.19899999999999998,0.47,0.344,0.519,3.5,25.4,1.2,1.98,-0.86,-0.79,-0.63,6.95,,0.35,0.713,0.493,0.639,0.8640000000000001,0.767,0.39299999999999996,0.5870000000000001,0.115
41,12927,Brandon Nimmo,28,386,0.292,0.14,0.205,0.68,0.401,0.437,4.3,17.5,0.86,2.89,0.42,2.0,0.39,12.36,,0.2,0.6779999999999999,0.42100000000000004,0.627,0.868,0.807,0.46299999999999997,0.611,0.081
112,5933,Jean Segura,31,567,0.29,0.069,0.138,0.5,0.348,0.436,4.8,10.8,0.1,0.97,-2.59,1.51,2.54,4.53,3.94,0.34299999999999997,0.648,0.48100000000000004,0.738,0.905,0.84,0.45399999999999996,0.621,0.077
186,18314,Dansby Swanson,27,653,0.248,0.08,0.256,0.31,0.311,0.449,4.2,4.3,0.41,-0.57,0.04,1.4,0.24,9.55,,0.29100000000000004,0.74,0.48100000000000004,0.5720000000000001,0.81,0.727,0.423,0.614,0.131
57,7304,Salvador Perez,31,665,0.273,0.042,0.256,0.16,0.316,0.544,1.8,24.6,1.46,1.19,-1.07,-0.68,0.56,1.07,,0.483,0.787,0.589,0.5589999999999999,0.833,0.6859999999999999,0.34700000000000003,0.647,0.185
79,15986,Willy Adames,25,555,0.262,0.10300000000000001,0.281,0.37,0.337,0.481,3.3,16.0,1.77,-1.2,0.83,1.31,0.16,-3.41,,0.316,0.736,0.488,0.542,0.79,0.696,0.41100000000000003,0.611,0.149
149,18030,Harrison Bader,27,401,0.267,0.067,0.212,0.32,0.324,0.46,4.0,5.4,0.22,0.59,2.18,1.0,1.04,-1.13,,0.345,0.6409999999999999,0.47,0.637,0.8759999999999999,0.774,0.42100000000000004,0.601,0.106
232,15491,J.P. Crawford,26,687,0.273,0.084,0.166,0.51,0.338,0.376,2.5,-0.2,-0.28,-0.51,0.94,0.05,1.83,-1.7,,0.255,0.655,0.44,0.743,0.922,0.866,0.46299999999999997,0.598,0.059000000000000004
254,19352,Sean Murphy,26,448,0.216,0.08900000000000001,0.254,0.35,0.306,0.405,1.3,-1.9,0.42,-0.69,0.2,-1.04,-1.37,-1.33,,0.316,0.693,0.47600000000000003,0.557,0.8590000000000001,0.743,0.423,0.632,0.122
230,19287,Adolis Garcia,28,622,0.243,0.051,0.312,0.16,0.286,0.454,5.1,-0.1,-0.15,0.93,1.15,-0.2,-1.38,-3.44,,0.397,0.755,0.541,0.5539999999999999,0.782,0.6809999999999999,0.402,0.614,0.172
246,17620,Myles Straw,26,638,0.271,0.105,0.19,0.55,0.349,0.348,5.4,-1.9,-0.01,-0.42,-0.32,1.65,-0.58,-4.48,-2.34,0.21899999999999997,0.627,0.402,0.7909999999999999,0.9259999999999999,0.8859999999999999,0.449,0.583,0.046
33,9256,A.J. Pollock,33,422,0.297,0.071,0.19,0.38,0.355,0.536,4.4,21.1,3.12,1.75,0.4,-1.88,-2.0,-0.71,,0.376,0.7390000000000001,0.528,0.614,0.8809999999999999,0.77,0.418,0.635,0.122
54,19198,Yuli Gurriel,37,605,0.319,0.098,0.11199999999999999,0.87,0.383,0.462,2.0,24.4,0.28,1.15,2.59,1.84,2.69,-1.85,-8.72,0.298,0.622,0.428,0.8190000000000001,0.925,0.8809999999999999,0.401,0.597,0.051
63,15429,Kris Bryant,29,586,0.265,0.106,0.23,0.46,0.353,0.481,4.8,20.2,1.29,1.32,-0.6,0.74,0.01,-1.55,,0.303,0.768,0.48700000000000004,0.541,0.863,0.741,0.395,0.608,0.126
70,17982,Ty France,26,650,0.291,0.071,0.163,0.43,0.368,0.445,1.9,20.8,0.91,0.21,3.97,0.33,2.06,-2.07,,0.341,0.738,0.503,0.6829999999999999,0.922,0.826,0.408,0.58,0.087
76,14894,Tony Kemp,29,397,0.279,0.131,0.128,1.02,0.382,0.418,5.4,12.1,0.52,3.29,0.46,0.88,1.17,-1.84,,0.235,0.644,0.415,0.7829999999999999,0.909,0.8690000000000001,0.441,0.589,0.054000000000000006
137,11445,Mark Canha,32,625,0.231,0.12300000000000001,0.205,0.6,0.358,0.387,6.1,9.6,0.88,-0.25,-0.29,-0.2,1.55,4.31,,0.244,0.631,0.406,0.664,0.8759999999999999,0.802,0.418,0.555,0.08
266,11281,Whit Merrifield,32,720,0.277,0.055999999999999994,0.14300000000000002,0.39,0.317,0.395,6.6,-4.9,0.14,-0.94,1.96,-1.14,0.44,5.45,,0.326,0.732,0.498,0.758,0.887,0.838,0.425,0.604,0.081
8,13590,Jesse Winker,27,485,0.305,0.109,0.155,0.71,0.394,0.556,2.9,35.7,2.05,-0.36,1.34,1.55,3.61,4.22,,0.278,0.6970000000000001,0.449,0.732,0.875,0.8220000000000001,0.406,0.581,0.08
55,21523,Jonathan India,24,631,0.269,0.113,0.223,0.5,0.376,0.459,5.1,25.2,2.08,0.5,-0.75,-0.23,-0.15,-6.16,,0.25,0.5820000000000001,0.39,0.61,0.867,0.772,0.42200000000000004,0.552,0.08900000000000001
71,5038,Josh Donaldson,35,543,0.247,0.136,0.21,0.65,0.352,0.475,1.3,17.2,0.86,1.09,-0.99,-3.58,1.2,4.93,,0.263,0.715,0.451,0.615,0.815,0.748,0.41700000000000004,0.5760000000000001,0.114
211,13853,Joey Wendle,31,501,0.265,0.055999999999999994,0.226,0.25,0.319,0.422,5.6,1.0,0.25,-0.99,-1.15,-0.88,4.06,0.77,,0.36,0.643,0.478,0.636,0.8809999999999999,0.773,0.41600000000000004,0.6409999999999999,0.10800000000000001
110,13757,Chris Taylor,30,582,0.254,0.10800000000000001,0.287,0.38,0.344,0.438,6.4,11.4,1.23,0.18,-3.75,0.41,0.07,3.58,39.39,0.247,0.725,0.455,0.491,0.784,0.6940000000000001,0.436,0.622,0.139
169,10059,Max Stassi,30,319,0.241,0.08800000000000001,0.317,0.28,0.326,0.426,2.9,3.3,-0.29,-0.57,3.16,-0.82,3.8,-0.81,,0.27,0.6709999999999999,0.44299999999999995,0.5489999999999999,0.7979999999999999,0.7120000000000001,0.431,0.608,0.128
14,16478,Kyle Schwarber,28,471,0.266,0.136,0.27,0.5,0.374,0.554,2.1,30.1,2.69,0.03,0.45,2.41,0.75,-1.63,6.67,0.233,0.6759999999999999,0.414,0.58,0.812,0.735,0.408,0.5539999999999999,0.11
22,9929,Darin Ruf,34,312,0.271,0.147,0.27899999999999997,0.53,0.385,0.519,4.1,18.0,1.52,1.46,0.96,3.24,-1.73,1.97,2.2,0.23800000000000002,0.595,0.381,0.599,0.872,0.769,0.39899999999999997,0.516,0.08800000000000001
50,6184,J.D. Martinez,33,634,0.286,0.087,0.237,0.37,0.349,0.518,2.6,26.0,0.13,1.83,-2.3,3.62,2.02,5.15,-1.42,0.369,0.7979999999999999,0.5429999999999999,0.602,0.8170000000000001,0.73,0.406,0.626,0.146
90,5760,Avisail Garcia,30,515,0.262,0.07400000000000001,0.235,0.31,0.33,0.49,3.4,13.4,1.49,-0.6,2.56,0.55,-0.41,1.89,,0.418,0.8220000000000001,0.579,0.557,0.777,0.6809999999999999,0.39799999999999996,0.654,0.185
187,13338,Omar Narvaez,29,445,0.266,0.092,0.18899999999999997,0.49,0.342,0.402,1.5,2.9,0.72,-2.77,-2.24,-0.28,1.84,1.18,,0.34299999999999997,0.778,0.522,0.642,0.883,0.79,0.413,0.62,0.11
295,19470,Tommy Edman,26,691,0.262,0.055,0.13699999999999998,0.4,0.308,0.387,6.3,-7.8,-0.81,2.18,3.7,-0.29,0.41,-0.84,,0.312,0.6759999999999999,0.473,0.76,0.9259999999999999,0.865,0.44299999999999995,0.5670000000000001,0.064
99,12564,Trevor Story,28,595,0.251,0.08900000000000001,0.23399999999999999,0.38,0.329,0.471,6.7,13.0,0.88,-0.95,0.25,1.27,3.38,-2.96,,0.335,0.762,0.508,0.5670000000000001,0.861,0.746,0.405,0.627,0.129
122,20126,Dylan Carlson,22,619,0.266,0.092,0.24600000000000002,0.38,0.343,0.437,4.0,11.0,0.81,0.34,-0.21,0.45,0.87,-3.11,,0.275,0.688,0.449,0.585,0.8290000000000001,0.743,0.42100000000000004,0.59,0.115
182,10950,Adam Duvall,32,555,0.228,0.063,0.314,0.2,0.281,0.491,4.2,4.5,-0.14,0.56,-1.32,4.24,-2.04,-4.65,,0.376,0.679,0.501,0.579,0.8540000000000001,0.732,0.41200000000000003,0.616,0.134
259,9785,Kyle Seager,33,670,0.212,0.08800000000000001,0.24,0.37,0.285,0.438,2.8,-3.8,0.81,-0.66,2.23,-2.14,-0.52,-2.93,,0.33,0.731,0.495,0.579,0.8170000000000001,0.7240000000000001,0.413,0.579,0.13699999999999998
68,15676,Jose Abreu,34,659,0.261,0.09300000000000001,0.217,0.43,0.351,0.481,2.8,21.5,-0.01,0.65,0.92,0.22,3.45,4.48,,0.359,0.665,0.483,0.606,0.86,0.748,0.40700000000000003,0.621,0.122
129,6153,Eduardo Escobar,32,599,0.253,0.08,0.207,0.39,0.314,0.472,3.6,9.8,1.31,-2.41,-0.37,0.55,1.27,3.34,-20.91,0.33799999999999997,0.72,0.494,0.693,0.836,0.779,0.41,0.569,0.109
26,12856,George Springer,31,342,0.264,0.10800000000000001,0.231,0.47,0.352,0.555,4.7,18.9,2.69,-0.06,-2.37,3.39,-0.71,-0.89,,0.271,0.716,0.457,0.574,0.8420000000000001,0.75,0.419,0.608,0.114
39,4949,Giancarlo Stanton,31,579,0.273,0.109,0.271,0.4,0.354,0.516,0.6,26.4,1.12,1.09,-0.35,0.75,-0.44,-1.1,,0.318,0.636,0.442,0.584,0.797,0.703,0.39,0.565,0.131
104,14274,Mitch Haniger,30,691,0.253,0.078,0.245,0.32,0.318,0.485,3.5,14.5,0.82,0.51,2.12,2.39,-0.77,-4.64,,0.33,0.654,0.466,0.56,0.8290000000000001,0.718,0.42100000000000004,0.621,0.131
118,12532,Kolten Wong,30,492,0.272,0.063,0.16899999999999998,0.37,0.335,0.447,5.3,9.0,1.1,1.48,0.91,-1.23,-0.03,5.84,,0.321,0.68,0.475,0.682,0.905,0.8190000000000001,0.429,0.602,0.086
199,10071,Jonathan Villar,30,505,0.249,0.091,0.261,0.35,0.322,0.416,4.9,2.2,0.03,1.23,-1.57,0.6,1.22,-4.43,,0.321,0.745,0.49700000000000005,0.5760000000000001,0.815,0.725,0.415,0.616,0.13699999999999998
249,11038,Kevin Kiermaier,31,390,0.259,0.085,0.254,0.33,0.328,0.388,6.8,-1.3,0.29,0.63,-2.27,0.34,0.79,-4.13,,0.324,0.7659999999999999,0.512,0.536,0.815,0.7140000000000001,0.426,0.631,0.147
239,13723,Jacob Stallings,31,427,0.246,0.115,0.19899999999999998,0.58,0.335,0.369,1.4,-0.9,-0.49,-0.25,2.37,-0.5,1.2,-3.16,,0.265,0.6809999999999999,0.424,0.594,0.9,0.782,0.382,0.602,0.09300000000000001
294,14712,Manuel Margot,26,464,0.254,0.08,0.151,0.53,0.313,0.382,5.2,-5.1,-0.32,-0.94,0.41,2.19,1.26,-1.81,,0.336,0.733,0.503,0.71,0.898,0.825,0.42200000000000004,0.619,0.08800000000000001
82,23667,Wander Franco,20,308,0.288,0.078,0.12,0.65,0.347,0.463,6.0,8.5,1.37,6.83,-0.88,0.3,-2.1,1.29,,0.325,0.741,0.494,0.755,0.91,0.8490000000000001,0.40700000000000003,0.597,0.07400000000000001
131,15112,Ryan McMahon,26,596,0.254,0.099,0.247,0.4,0.331,0.449,3.8,9.6,0.15,0.23,-0.4,1.22,0.72,-0.54,,0.29100000000000004,0.7440000000000001,0.488,0.589,0.8029999999999999,0.731,0.435,0.6509999999999999,0.131
113,5254,Robbie Grossman,31,671,0.239,0.146,0.231,0.63,0.357,0.415,5.2,12.8,0.73,-1.5,1.99,1.79,0.48,-2.08,,0.192,0.64,0.38299999999999995,0.6459999999999999,0.871,0.8059999999999999,0.426,0.541,0.07400000000000001
21,13613,Ketel Marte,27,374,0.318,0.083,0.16,0.52,0.377,0.532,3.3,21.8,1.83,0.98,2.84,0.95,1.06,-1.04,,0.304,0.675,0.46,0.735,0.917,0.847,0.419,0.578,0.07
24,12546,C.J. Cron,31,547,0.281,0.11,0.214,0.51,0.375,0.53,2.3,31.0,1.98,1.36,-1.23,1.77,0.37,-5.5,,0.337,0.679,0.47100000000000003,0.647,0.838,0.755,0.391,0.5479999999999999,0.115
