,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
19,12861,Anthony Rendon,27,605,0.301,0.139,0.136,1.02,0.403,0.533,3.5,37.4,1.47,1.05,0.65,1.56,2.08,2.13,0.82,0.21,0.63,0.40399999999999997,0.732,0.9259999999999999,0.872,0.462,0.57,0.052000000000000005
23,10324,Marcell Ozuna,26,679,0.312,0.094,0.212,0.44,0.376,0.548,2.3,38.4,1.37,1.07,1.4,2.07,1.01,0.4,-6.85,0.331,0.731,0.496,0.5920000000000001,0.8390000000000001,0.743,0.413,0.629,0.128
12,9218,Paul Goldschmidt,29,665,0.297,0.141,0.221,0.64,0.404,0.563,5.6,44.6,2.42,-0.71,0.98,0.69,2.44,1.46,0.8,0.244,0.621,0.409,0.643,0.802,0.7490000000000001,0.43799999999999994,0.589,0.10300000000000001
60,13624,Corey Seager,23,613,0.295,0.109,0.214,0.51,0.375,0.479,2.7,22.2,1.46,0.5,-1.84,0.48,0.95,-0.78,,0.29100000000000004,0.7879999999999999,0.501,0.5429999999999999,0.863,0.7559999999999999,0.423,0.605,0.122
132,13611,Mookie Betts,24,712,0.264,0.10800000000000001,0.111,0.97,0.344,0.459,5.5,10.8,0.84,-0.34,-0.38,1.23,0.68,0.17,,0.22,0.5379999999999999,0.36,0.726,0.927,0.858,0.43799999999999994,0.5670000000000001,0.051
7,7859,Charlie Blackmon,30,725,0.331,0.09,0.18600000000000003,0.48,0.399,0.601,6.4,57.2,1.96,1.69,1.79,4.41,3.12,-2.82,,0.302,0.647,0.46299999999999997,0.7,0.9009999999999999,0.831,0.465,0.574,0.078
17,5038,Josh Donaldson,31,496,0.27,0.153,0.22399999999999998,0.68,0.385,0.559,1.6,31.6,2.04,0.7,1.52,0.99,0.02,11.18,,0.249,0.647,0.42200000000000004,0.595,0.8170000000000001,0.742,0.434,0.5539999999999999,0.109
20,14162,Carlos Correa,22,481,0.315,0.11,0.191,0.58,0.391,0.55,3.2,29.5,2.11,0.71,3.31,1.3,0.05,2.12,,0.27699999999999997,0.62,0.42200000000000004,0.6659999999999999,0.878,0.7979999999999999,0.424,0.568,0.085
22,16376,Michael Conforto,24,440,0.279,0.13,0.257,0.5,0.384,0.555,3.6,26.4,2.68,3.14,-1.77,-0.56,-1.31,-6.28,0.93,0.266,0.637,0.428,0.569,0.815,0.7290000000000001,0.43700000000000006,0.536,0.11599999999999999
58,9166,Buster Posey,30,568,0.32,0.107,0.11599999999999999,0.92,0.4,0.462,2.8,21.4,0.14,2.6,0.83,1.29,1.18,6.88,4.78,0.256,0.674,0.442,0.759,0.897,0.853,0.446,0.526,0.065
202,10847,Andrelton Simmons,27,647,0.278,0.073,0.10400000000000001,0.7,0.331,0.421,5.0,1.0,0.02,0.1,1.09,-1.32,0.92,-0.86,,0.27699999999999997,0.659,0.45899999999999996,0.799,0.915,0.878,0.475,0.6459999999999999,0.055999999999999994
38,5760,Avisail Garcia,26,561,0.33,0.059000000000000004,0.198,0.3,0.38,0.506,4.3,25.7,1.14,2.05,-0.44,0.75,1.3,3.25,,0.39799999999999996,0.8340000000000001,0.589,0.529,0.8420000000000001,0.7240000000000001,0.439,0.626,0.163
72,11982,Travis Shaw,27,606,0.273,0.099,0.228,0.43,0.349,0.513,4.5,20.4,0.39,0.67,-0.16,0.94,0.97,3.67,-1.09,0.293,0.665,0.451,0.67,0.879,0.8009999999999999,0.426,0.528,0.09
69,13757,Chris Taylor,26,568,0.288,0.08800000000000001,0.25,0.35,0.354,0.496,6.4,19.4,1.48,0.68,1.26,-0.5,0.87,-1.84,,0.252,0.6890000000000001,0.455,0.531,0.86,0.763,0.466,0.643,0.10800000000000001
105,9077,Lorenzo Cain,31,645,0.3,0.084,0.155,0.54,0.363,0.44,6.5,14.1,0.75,0.42,-1.19,0.79,0.13,0.81,,0.304,0.71,0.493,0.6409999999999999,0.9059999999999999,0.8190000000000001,0.466,0.639,0.08900000000000001
10,5361,Freddie Freeman,27,514,0.307,0.126,0.185,0.68,0.403,0.586,4.3,37.3,2.68,1.31,-1.84,2.32,1.72,-4.36,,0.327,0.8420000000000001,0.529,0.6609999999999999,0.833,0.769,0.391,0.5820000000000001,0.122
30,5497,Marwin Gonzalez,28,515,0.303,0.095,0.192,0.49,0.377,0.53,3.2,26.5,2.67,-0.35,-0.66,-0.18,0.96,-0.59,,0.292,0.598,0.42200000000000004,0.688,0.89,0.809,0.424,0.5670000000000001,0.08
37,12856,George Springer,27,629,0.283,0.102,0.17600000000000002,0.58,0.367,0.522,3.1,29.2,1.64,-0.44,4.0,1.21,1.66,3.11,,0.237,0.705,0.446,0.617,0.858,0.787,0.447,0.564,0.095
87,13265,Mike Zunino,26,435,0.251,0.09,0.368,0.24,0.331,0.509,1.9,12.4,0.6,-0.21,1.72,-0.64,0.56,2.06,2.87,0.301,0.723,0.495,0.43700000000000006,0.736,0.637,0.45899999999999996,0.616,0.179
85,11265,Jonathan Schoop,25,675,0.293,0.052000000000000005,0.21,0.25,0.338,0.503,2.2,19.3,0.13,-1.21,0.57,2.07,2.8,6.25,53.74,0.371,0.74,0.524,0.59,0.8390000000000001,0.736,0.41600000000000004,0.612,0.138
78,9134,Tyler Flowers,31,370,0.281,0.084,0.222,0.38,0.378,0.445,1.4,11.7,0.97,2.11,0.29,-0.85,1.67,-4.07,,0.28600000000000003,0.7340000000000001,0.479,0.639,0.857,0.7829999999999999,0.43200000000000005,0.616,0.10400000000000001
35,15676,Jose Abreu,30,675,0.304,0.052000000000000005,0.17600000000000002,0.29,0.354,0.552,4.4,32.1,0.95,1.44,-1.66,0.25,4.58,22.47,,0.33,0.677,0.48200000000000004,0.635,0.888,0.7909999999999999,0.43799999999999994,0.573,0.10099999999999999
34,5222,Justin Upton,29,635,0.273,0.11699999999999999,0.28300000000000003,0.41,0.361,0.54,4.0,30.6,0.9,0.28,5.49,1.03,2.24,0.67,-4.32,0.26899999999999996,0.6609999999999999,0.444,0.585,0.785,0.7170000000000001,0.446,0.5870000000000001,0.125
92,17678,Alex Bregman,23,626,0.284,0.08800000000000001,0.155,0.57,0.352,0.475,5.9,15.8,0.53,-0.51,1.44,3.92,-0.26,1.83,,0.258,0.664,0.44799999999999995,0.75,0.905,0.857,0.467,0.633,0.064
115,8709,Elvis Andrus,28,689,0.297,0.055,0.147,0.38,0.337,0.471,5.7,13.2,1.17,-2.45,2.63,0.86,0.46,2.06,21.98,0.33899999999999997,0.631,0.47100000000000003,0.691,0.902,0.8190000000000001,0.452,0.627,0.085
161,11739,J.T. Realmuto,26,579,0.278,0.062,0.183,0.34,0.332,0.451,5.0,5.4,-0.07,0.0,1.06,1.4,0.71,-5.61,10.18,0.324,0.654,0.48200000000000004,0.691,0.893,0.8220000000000001,0.48,0.615,0.086
21,2616,Zack Cozart,31,507,0.297,0.122,0.154,0.79,0.385,0.548,5.3,30.5,2.01,0.54,2.38,1.96,1.55,-4.18,-2.22,0.244,0.604,0.409,0.7120000000000001,0.922,0.8540000000000001,0.45799999999999996,0.609,0.06
32,3473,Anthony Rizzo,27,691,0.273,0.132,0.13,1.01,0.392,0.507,4.4,34.3,1.4,0.66,0.62,0.74,0.21,1.61,1.87,0.304,0.6679999999999999,0.46299999999999997,0.71,0.9059999999999999,0.833,0.43700000000000006,0.562,0.077
54,11442,Gary Sanchez,24,525,0.278,0.076,0.22899999999999998,0.33,0.345,0.531,2.6,20.7,0.86,0.98,1.6,-1.31,4.64,9.67,,0.337,0.665,0.479,0.601,0.8290000000000001,0.738,0.43200000000000005,0.556,0.126
269,14161,Byron Buxton,23,511,0.253,0.07400000000000001,0.294,0.25,0.314,0.413,8.2,-4.0,0.08,0.35,-0.04,-0.25,-1.06,-7.95,,0.311,0.67,0.483,0.511,0.821,0.7170000000000001,0.478,0.618,0.13699999999999998
6,11579,Bryce Harper,24,492,0.319,0.138,0.201,0.69,0.413,0.595,3.7,39.4,2.49,2.44,-0.19,0.31,1.71,-1.64,-2.8,0.301,0.7440000000000001,0.49,0.5589999999999999,0.851,0.748,0.42700000000000005,0.547,0.124
100,5667,Steven Souza Jr.,28,617,0.239,0.136,0.29,0.47,0.351,0.459,4.8,14.2,0.16,0.62,2.19,1.8,1.38,-2.29,-0.43,0.244,0.708,0.43799999999999994,0.504,0.787,0.696,0.419,0.601,0.133
143,9927,Brett Gardner,33,682,0.264,0.106,0.179,0.59,0.35,0.428,6.0,8.9,0.75,-0.62,1.06,1.19,0.87,-1.18,,0.212,0.531,0.36,0.723,0.9179999999999999,0.857,0.46299999999999997,0.523,0.052000000000000005
195,11368,Yasmani Grandal,28,482,0.247,0.083,0.27,0.31,0.308,0.459,1.1,1.6,0.05,-1.33,1.99,-0.06,0.12,-2.27,,0.316,0.652,0.46299999999999997,0.606,0.83,0.7440000000000001,0.43799999999999994,0.573,0.11800000000000001
103,4418,Jed Lowrie,33,645,0.277,0.113,0.155,0.73,0.36,0.448,2.7,14.3,0.27,-1.14,1.4,0.39,2.89,3.84,-22.11,0.242,0.759,0.48100000000000004,0.706,0.884,0.836,0.462,0.608,0.079
31,15998,Cody Bellinger,21,548,0.267,0.11699999999999999,0.266,0.44,0.352,0.581,5.5,27.3,0.64,1.65,0.52,2.93,2.37,4.8,,0.27399999999999997,0.674,0.444,0.564,0.769,0.696,0.423,0.5529999999999999,0.135
83,12552,Eugenio Suarez,25,632,0.26,0.133,0.233,0.57,0.367,0.461,3.1,18.9,0.96,-0.66,2.52,-0.16,0.92,-9.36,13.52,0.242,0.655,0.42100000000000004,0.584,0.8640000000000001,0.773,0.434,0.593,0.096
27,4316,Daniel Murphy,32,593,0.322,0.08800000000000001,0.13,0.68,0.384,0.543,3.8,31.9,0.86,2.29,-0.76,1.52,1.17,3.64,5.02,0.312,0.6709999999999999,0.47100000000000003,0.775,0.935,0.8759999999999999,0.444,0.541,0.057999999999999996
26,2434,Nelson Cruz,36,645,0.288,0.109,0.217,0.5,0.375,0.549,1.7,34.9,2.26,-0.68,0.57,0.5,1.5,-2.43,,0.29600000000000004,0.7140000000000001,0.47200000000000003,0.518,0.8140000000000001,0.706,0.42,0.594,0.139
36,3516,Eric Hosmer,27,671,0.318,0.098,0.155,0.63,0.385,0.498,3.4,31.3,1.61,0.13,-1.25,1.74,1.55,3.28,,0.3,0.6920000000000001,0.47,0.642,0.8909999999999999,0.802,0.435,0.581,0.09300000000000001
74,9847,Andrew McCutchen,30,650,0.279,0.11199999999999999,0.17800000000000002,0.63,0.363,0.486,4.3,21.5,0.65,0.32,1.4,2.95,0.81,4.97,-12.84,0.25,0.679,0.449,0.6920000000000001,0.852,0.804,0.46299999999999997,0.5820000000000001,0.08800000000000001
186,9785,Kyle Seager,29,650,0.249,0.08900000000000001,0.16899999999999998,0.53,0.323,0.45,2.2,3.1,0.5,-0.52,-0.33,0.6,0.28,-4.73,19.14,0.253,0.633,0.428,0.65,0.866,0.7979999999999999,0.462,0.5579999999999999,0.087
81,3892,Josh Reddick,30,540,0.314,0.08,0.133,0.6,0.363,0.484,4.8,16.6,1.52,-0.22,2.04,-0.68,1.62,2.1,,0.28,0.648,0.43700000000000006,0.7559999999999999,0.914,0.856,0.425,0.5479999999999999,0.063
181,4922,Ender Inciarte,26,718,0.304,0.068,0.131,0.52,0.35,0.409,5.4,4.0,0.49,0.6,-2.59,0.06,0.07,-0.01,,0.36,0.7120000000000001,0.522,0.7829999999999999,0.924,0.872,0.46,0.642,0.067
25,12158,Austin Barnes,27,262,0.289,0.149,0.16399999999999998,0.91,0.408,0.486,4.9,14.3,0.97,0.71,1.57,2.55,2.95,-2.25,,0.174,0.584,0.365,0.7070000000000001,0.9279999999999999,0.871,0.466,0.5529999999999999,0.047
101,11477,Christian Yelich,25,695,0.282,0.115,0.19699999999999998,0.58,0.369,0.439,5.2,15.8,1.83,-0.16,-1.32,-1.57,-1.28,2.39,-0.53,0.25,0.6409999999999999,0.424,0.616,0.884,0.7959999999999999,0.444,0.521,0.086
142,11038,Kevin Kiermaier,27,421,0.276,0.07400000000000001,0.235,0.31,0.338,0.45,5.9,5.6,0.41,-1.67,4.89,-0.22,1.25,1.47,2.68,0.307,0.693,0.47600000000000003,0.611,0.83,0.75,0.43799999999999994,0.594,0.11900000000000001
24,4220,Ryan Zimmerman,32,576,0.303,0.076,0.21899999999999997,0.35,0.358,0.573,2.2,32.4,1.38,2.22,-0.88,-0.33,0.56,-0.94,15.53,0.311,0.625,0.44299999999999995,0.647,0.862,0.775,0.42200000000000004,0.5710000000000001,0.1
41,10348,Domingo Santana,24,607,0.278,0.12,0.293,0.41,0.371,0.505,4.0,26.1,0.5,2.07,3.0,1.12,0.04,5.06,-4.92,0.265,0.713,0.46299999999999997,0.519,0.789,0.703,0.442,0.621,0.138
1,6184,J.D. Martinez,29,489,0.303,0.10800000000000001,0.262,0.41,0.376,0.69,4.7,45.1,2.73,0.37,3.05,1.85,-0.5,-1.14,-3.17,0.321,0.764,0.514,0.54,0.805,0.7120000000000001,0.436,0.634,0.14800000000000002
45,9054,Justin Smoak,30,637,0.27,0.115,0.201,0.57,0.355,0.529,1.7,27.0,1.34,0.03,0.11,0.39,1.3,-1.92,,0.258,0.669,0.43,0.629,0.879,0.792,0.419,0.565,0.09
113,10816,Jedd Gyorko,28,481,0.272,0.098,0.218,0.45,0.341,0.472,3.8,9.4,0.87,-1.34,2.53,0.22,1.26,-4.69,6.59,0.298,0.7120000000000001,0.48100000000000004,0.588,0.856,0.763,0.441,0.601,0.114
153,5933,Jean Segura,27,566,0.3,0.06,0.147,0.41,0.349,0.427,5.5,6.2,0.41,-0.97,-1.99,2.96,0.34,8.87,-11.22,0.33799999999999997,0.6609999999999999,0.49200000000000005,0.767,0.9009999999999999,0.853,0.47700000000000004,0.597,0.07200000000000001
124,9874,DJ LeMahieu,28,682,0.31,0.087,0.132,0.66,0.374,0.409,3.9,12.0,-0.18,-0.65,1.1,2.67,4.01,3.37,,0.23800000000000002,0.593,0.413,0.799,0.935,0.895,0.493,0.591,0.043
93,2396,Carlos Santana,31,667,0.259,0.132,0.141,0.94,0.363,0.455,4.0,16.5,0.66,1.07,-2.68,1.8,0.81,-3.16,,0.214,0.621,0.4,0.706,0.8690000000000001,0.821,0.456,0.541,0.071
138,11489,Michael A. Taylor,26,432,0.271,0.067,0.317,0.21,0.32,0.486,5.9,6.2,0.73,-0.4,2.51,-0.79,1.05,7.46,-1.79,0.302,0.71,0.491,0.494,0.784,0.6890000000000001,0.465,0.632,0.153
150,3269,Robinson Cano,34,648,0.28,0.076,0.131,0.58,0.338,0.453,2.0,7.3,0.24,-0.51,3.09,-1.42,-0.11,6.23,21.85,0.349,0.733,0.52,0.708,0.9059999999999999,0.8320000000000001,0.446,0.599,0.087
157,11281,Whit Merrifield,28,630,0.288,0.046,0.14,0.33,0.324,0.46,6.7,6.0,0.63,0.39,-1.17,-0.31,0.53,-1.05,,0.34299999999999997,0.688,0.505,0.7090000000000001,0.9179999999999999,0.843,0.47100000000000003,0.617,0.079
73,8090,Matt Carpenter,31,622,0.241,0.175,0.201,0.87,0.384,0.451,3.1,20.9,1.5,-1.1,1.86,2.65,-0.93,-5.16,-5.98,0.165,0.547,0.341,0.66,0.883,0.825,0.46,0.563,0.06
148,785,Todd Frazier,31,576,0.213,0.14400000000000002,0.217,0.66,0.344,0.428,3.1,6.6,0.56,-0.32,2.26,-0.51,-0.67,-4.79,,0.25,0.602,0.402,0.6709999999999999,0.8220000000000001,0.769,0.433,0.557,0.09300000000000001
212,12161,Xander Bogaerts,24,635,0.273,0.08800000000000001,0.183,0.48,0.343,0.403,6.7,0.3,0.06,-0.34,-0.06,-1.04,2.43,-4.98,,0.32799999999999996,0.53,0.419,0.675,0.899,0.8029999999999999,0.449,0.622,0.083
391,6887,Martin Maldonado,30,471,0.221,0.032,0.253,0.13,0.276,0.368,2.3,-16.7,-1.15,-1.97,-0.38,-0.04,0.8,-5.97,,0.344,0.6559999999999999,0.49,0.54,0.861,0.742,0.469,0.66,0.127
152,7949,Tim Beckham,27,575,0.278,0.063,0.29,0.22,0.328,0.454,4.4,6.3,1.33,-1.66,-0.38,1.7,-1.89,0.07,0.57,0.33799999999999997,0.7070000000000001,0.504,0.531,0.804,0.703,0.449,0.623,0.15
64,9205,Logan Morrison,29,601,0.246,0.135,0.248,0.54,0.353,0.516,2.4,21.2,0.59,0.03,4.7,-0.8,2.19,3.1,-2.42,0.276,0.703,0.46,0.569,0.825,0.737,0.43,0.5720000000000001,0.121
71,9112,Khris Davis,29,652,0.247,0.11199999999999999,0.299,0.37,0.336,0.528,3.4,22.1,1.75,-0.1,-2.45,1.39,-0.51,0.78,-3.14,0.266,0.752,0.47200000000000003,0.496,0.779,0.687,0.423,0.58,0.147
191,12979,Javier Baez,24,508,0.273,0.059000000000000004,0.28300000000000003,0.21,0.317,0.48,5.3,2.0,0.84,0.45,-0.33,-1.5,-1.25,-3.12,1.63,0.451,0.726,0.562,0.527,0.778,0.6579999999999999,0.40399999999999997,0.61,0.192
139,16252,Trea Turner,24,447,0.284,0.067,0.179,0.38,0.338,0.451,8.9,6.4,1.24,-0.14,3.34,1.12,-0.71,-4.12,-1.98,0.252,0.637,0.435,0.598,0.865,0.784,0.475,0.611,0.094
61,14128,Joey Gallo,23,532,0.209,0.141,0.368,0.38,0.333,0.537,5.5,19.2,2.32,-0.37,0.04,0.88,-0.37,-2.25,3.98,0.318,0.743,0.47100000000000003,0.426,0.715,0.591,0.361,0.575,0.193
88,13329,Jake Lamb,26,635,0.248,0.13699999999999998,0.239,0.57,0.357,0.487,4.4,17.1,0.7,2.21,-2.08,-1.42,1.43,-1.23,-0.9,0.22399999999999998,0.618,0.39799999999999996,0.586,0.866,0.778,0.442,0.561,0.08800000000000001
109,10556,Cesar Hernandez,27,577,0.294,0.106,0.18,0.59,0.373,0.421,6.0,12.1,1.38,-0.04,1.48,0.26,-1.01,4.2,-0.39,0.21600000000000003,0.614,0.40299999999999997,0.623,0.88,0.807,0.47,0.574,0.078
176,11476,Odubel Herrera,25,563,0.281,0.055,0.22399999999999998,0.25,0.325,0.452,4.3,3.7,0.2,-0.57,1.22,1.32,-2.05,3.1,12.87,0.4,0.7070000000000001,0.53,0.635,0.841,0.752,0.425,0.634,0.132
159,8202,Josh Harrison,29,542,0.272,0.052000000000000005,0.166,0.31,0.339,0.432,4.9,5.1,-0.05,0.59,1.43,-0.38,3.44,11.7,-1.66,0.35600000000000004,0.733,0.527,0.726,0.843,0.8,0.45399999999999996,0.62,0.105
265,8203,Dee Strange-Gordon,29,695,0.308,0.036000000000000004,0.134,0.27,0.341,0.375,8.5,-5.0,-0.09,-1.06,-0.5,2.14,0.19,5.52,-7.57,0.366,0.6779999999999999,0.522,0.779,0.9159999999999999,0.868,0.5,0.65,0.069
62,5297,Aaron Hicks,27,361,0.266,0.141,0.18600000000000003,0.76,0.372,0.475,3.9,12.8,1.11,-1.93,4.17,0.07,0.99,-0.61,,0.225,0.611,0.39,0.616,0.812,0.748,0.43,0.5539999999999999,0.098
95,12155,Eddie Rosario,25,589,0.29,0.059000000000000004,0.18,0.33,0.328,0.507,3.9,14.2,0.51,1.5,3.15,-0.09,0.2,0.13,,0.376,0.7609999999999999,0.5489999999999999,0.72,0.821,0.7829999999999999,0.449,0.594,0.11900000000000001
136,4579,Starlin Castro,27,473,0.3,0.049,0.19699999999999998,0.25,0.338,0.454,3.5,6.8,1.12,-1.19,-1.42,-0.47,2.88,-6.28,,0.342,0.7140000000000001,0.499,0.6409999999999999,0.871,0.78,0.424,0.607,0.11
121,3353,Matt Joyce,32,544,0.243,0.121,0.20800000000000002,0.58,0.335,0.473,3.2,10.0,0.55,-0.64,-1.31,-0.53,2.09,-0.14,1.06,0.214,0.6709999999999999,0.424,0.607,0.8190000000000001,0.7609999999999999,0.45799999999999996,0.542,0.10099999999999999
162,16505,Matt Chapman,24,326,0.234,0.098,0.282,0.35,0.313,0.472,3.5,3.0,0.68,-0.57,2.76,0.04,-0.7,-2.14,,0.266,0.619,0.42700000000000005,0.562,0.818,0.732,0.457,0.623,0.115
205,4810,Brian McCann,33,399,0.241,0.095,0.145,0.66,0.323,0.436,2.6,0.6,0.11,0.49,-1.08,0.66,0.29,-0.47,,0.271,0.626,0.43,0.7509999999999999,0.8959999999999999,0.846,0.44799999999999995,0.539,0.066
338,4866,Jarrod Dyson,32,390,0.251,0.07200000000000001,0.141,0.51,0.324,0.35,7.5,-8.2,-0.25,-1.36,2.01,-1.06,0.03,0.56,,0.27,0.605,0.43200000000000005,0.772,0.9129999999999999,0.867,0.484,0.636,0.057
28,639,Adrian Beltre,38,389,0.312,0.1,0.134,0.75,0.383,0.532,2.3,20.8,2.78,0.59,-2.11,-2.52,2.97,-3.88,,0.33399999999999996,0.6609999999999999,0.467,0.7440000000000001,0.892,0.8290000000000001,0.406,0.599,0.08
94,9892,Jay Bruce,30,617,0.254,0.092,0.225,0.41,0.324,0.508,2.6,15.1,1.04,-0.15,-1.7,2.61,0.02,-1.29,0.04,0.313,0.733,0.49700000000000005,0.5820000000000001,0.825,0.7390000000000001,0.43799999999999994,0.6,0.13
147,6012,Didi Gregorius,27,570,0.287,0.044000000000000004,0.12300000000000001,0.36,0.318,0.478,2.7,6.6,-0.47,4.08,-0.59,2.61,2.5,1.48,,0.408,0.813,0.5820000000000001,0.691,0.88,0.804,0.429,0.618,0.114
227,9774,Christian Vazquez,26,345,0.29,0.049,0.18600000000000003,0.27,0.33,0.404,5.1,-0.9,-0.5,-1.21,3.96,0.48,-2.1,2.6,,0.322,0.575,0.442,0.76,0.887,0.838,0.47600000000000003,0.588,0.071
40,2151,Edwin Encarnacion,34,669,0.258,0.155,0.19899999999999998,0.78,0.377,0.504,2.7,29.4,0.5,2.85,1.47,-0.01,1.17,-8.42,,0.235,0.684,0.429,0.607,0.833,0.763,0.433,0.526,0.102
66,11609,Willson Contreras,25,428,0.276,0.105,0.22899999999999998,0.46,0.356,0.499,2.4,14.8,0.55,3.56,0.68,-0.57,-0.06,12.86,,0.318,0.665,0.473,0.599,0.785,0.715,0.445,0.6,0.134
90,10264,Brandon Belt,29,451,0.241,0.146,0.231,0.63,0.355,0.469,4.2,11.7,0.43,0.68,0.35,2.03,1.22,2.87,-1.09,0.22,0.754,0.45299999999999996,0.626,0.8170000000000001,0.765,0.43700000000000006,0.5539999999999999,0.107
128,10762,Corey Dickerson,28,629,0.282,0.055999999999999994,0.242,0.23,0.325,0.49,4.0,10.6,0.36,0.22,-2.64,1.66,2.46,-3.54,-0.34,0.455,0.785,0.5870000000000001,0.716,0.753,0.736,0.4,0.618,0.155
97,1857,Joe Mauer,34,597,0.305,0.111,0.139,0.8,0.384,0.417,2.4,14.1,0.86,-1.02,3.95,0.5,-0.57,-0.16,,0.205,0.534,0.364,0.775,0.9329999999999999,0.887,0.485,0.57,0.040999999999999995
185,10950,Adam Duvall,28,647,0.249,0.06,0.263,0.23,0.301,0.48,3.9,3.1,0.26,-0.81,3.3,-1.0,-1.5,7.32,8.71,0.33799999999999997,0.669,0.48100000000000004,0.634,0.84,0.758,0.434,0.637,0.11599999999999999
243,7007,Yadier Molina,34,543,0.273,0.052000000000000005,0.136,0.38,0.312,0.439,3.9,-2.5,-0.14,1.75,-2.27,-1.62,-1.95,-2.17,1.28,0.37799999999999995,0.693,0.526,0.774,0.86,0.8270000000000001,0.46799999999999997,0.63,0.091
262,9368,Evan Longoria,31,677,0.261,0.068,0.161,0.42,0.313,0.424,3.8,-4.8,-0.1,-0.13,0.29,-1.25,-0.79,0.55,-5.87,0.349,0.6940000000000001,0.498,0.713,0.8740000000000001,0.81,0.431,0.628,0.095
258,12984,Jackie Bradley Jr.,27,541,0.245,0.08900000000000001,0.22899999999999998,0.39,0.323,0.402,4.5,-3.7,0.5,0.26,-2.64,-1.44,-0.1,-2.12,,0.3,0.679,0.47100000000000003,0.607,0.787,0.7240000000000001,0.45,0.542,0.13
