,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
77,11200,Kole Calhoun,32,228,0.226,0.12300000000000001,0.21899999999999997,0.56,0.338,0.526,2.6,8.2,-0.18,7.46,-2.5,1.16,-1.64,-3.95,,0.275,0.746,0.46799999999999997,0.493,0.7829999999999999,0.682,0.41100000000000003,0.531,0.149
76,13757,Chris Taylor,29,214,0.27,0.121,0.257,0.47,0.366,0.476,5.2,7.9,2.77,-1.83,4.66,-0.64,2.8,1.34,,0.213,0.762,0.444,0.547,0.778,0.7140000000000001,0.42100000000000004,0.598,0.127
82,11739,J.T. Realmuto,29,195,0.266,0.08199999999999999,0.24600000000000002,0.33,0.349,0.491,4.7,6.7,1.22,-0.28,-3.94,3.57,2.07,13.03,,0.281,0.698,0.45299999999999996,0.61,0.8029999999999999,0.732,0.41100000000000003,0.569,0.121
88,18036,Jake Cronenworth,26,192,0.285,0.094,0.156,0.6,0.354,0.477,6.0,5.8,0.69,0.91,-4.68,4.3,3.85,-2.17,,0.22399999999999998,0.597,0.39799999999999996,0.7,0.919,0.853,0.467,0.6409999999999999,0.057999999999999996
100,5254,Robbie Grossman,30,192,0.241,0.109,0.198,0.55,0.344,0.482,6.8,5.0,2.1,-1.29,1.4,-0.39,0.53,-3.27,,0.259,0.669,0.434,0.705,0.897,0.831,0.426,0.542,0.073
93,12984,Jackie Bradley Jr.,30,217,0.283,0.106,0.221,0.48,0.364,0.45,4.0,5.9,3.51,0.9,-6.35,-1.46,-1.65,-3.82,,0.273,0.6940000000000001,0.451,0.652,0.8240000000000001,0.764,0.42200000000000004,0.5529999999999999,0.106
97,11445,Mark Canha,31,243,0.246,0.152,0.222,0.69,0.387,0.408,6.0,6.5,1.72,-1.05,4.74,-1.36,0.0,6.62,,0.21600000000000003,0.603,0.38,0.636,0.8640000000000001,0.79,0.424,0.568,0.08
149,5343,Brandon Crawford,33,193,0.256,0.078,0.244,0.32,0.326,0.465,2.6,2.4,0.13,3.08,-0.02,-0.64,-0.61,0.8,,0.35600000000000004,0.79,0.545,0.51,0.833,0.7140000000000001,0.436,0.648,0.156
132,11368,Yasmani Grandal,31,194,0.23,0.155,0.299,0.52,0.351,0.422,1.5,3.0,1.44,1.35,-3.81,-2.25,-0.15,-9.27,,0.23199999999999998,0.506,0.33799999999999997,0.525,0.84,0.708,0.38799999999999996,0.5,0.099
141,11609,Willson Contreras,28,225,0.243,0.08900000000000001,0.253,0.35,0.356,0.407,3.4,3.1,0.02,-1.21,1.09,3.48,1.22,11.57,,0.344,0.684,0.47600000000000003,0.514,0.81,0.68,0.389,0.636,0.153
184,12147,Nick Ahmed,30,217,0.266,0.083,0.212,0.39,0.327,0.402,5.5,-0.3,-1.0,-0.91,9.85,0.38,0.91,12.78,,0.318,0.723,0.48,0.6729999999999999,0.8,0.7490000000000001,0.39899999999999997,0.59,0.12
29,14811,Luke Voit,29,234,0.277,0.073,0.231,0.31,0.338,0.61,1.7,14.5,1.98,0.06,10.96,-0.8,0.12,-3.08,,0.33299999999999996,0.812,0.521,0.609,0.831,0.745,0.392,0.6579999999999999,0.133
48,12859,James McCann,30,111,0.289,0.07200000000000001,0.27,0.27,0.36,0.536,3.5,5.5,0.19,-1.74,6.4,7.5,1.56,4.52,,0.305,0.687,0.47,0.564,0.858,0.75,0.43200000000000005,0.586,0.11800000000000001
47,7802,Miguel Rojas,31,143,0.304,0.11199999999999999,0.126,0.89,0.392,0.496,5.8,7.1,1.39,3.0,-5.95,-1.89,5.85,5.8,,0.262,0.575,0.391,0.7929999999999999,0.873,0.841,0.41200000000000003,0.594,0.062
70,18042,Dylan Moore,27,159,0.255,0.08800000000000001,0.27,0.33,0.358,0.496,6.0,6.4,2.28,-1.75,4.9,1.29,-1.62,-1.65,,0.27,0.612,0.415,0.598,0.8290000000000001,0.743,0.424,0.635,0.107
68,4940,Jason Heyward,30,181,0.265,0.166,0.204,0.81,0.392,0.456,5.2,7.3,0.08,2.35,6.46,1.26,3.04,7.24,,0.217,0.579,0.36700000000000005,0.65,0.856,0.785,0.414,0.486,0.079
86,19352,Sean Murphy,25,140,0.233,0.171,0.264,0.65,0.364,0.457,1.5,4.5,0.41,-0.85,1.03,2.3,-0.09,3.08,,0.242,0.654,0.409,0.607,0.865,0.774,0.406,0.514,0.092
128,11265,Jonathan Schoop,28,177,0.278,0.045,0.22,0.21,0.324,0.475,4.0,3.0,1.54,-1.71,-7.67,4.01,5.51,,,0.423,0.7709999999999999,0.564,0.586,0.867,0.741,0.405,0.5820000000000001,0.146
164,11281,Whit Merrifield,31,265,0.282,0.045,0.125,0.36,0.325,0.44,5.3,2.1,0.84,-1.18,-1.2,3.93,-0.53,3.82,,0.324,0.722,0.491,0.775,0.904,0.855,0.42,0.604,0.071
10,15653,Dominic Smith,25,199,0.316,0.07,0.226,0.31,0.377,0.616,2.5,15.5,1.03,0.75,-1.13,8.7,4.5,2.73,,0.371,0.731,0.519,0.642,0.846,0.7609999999999999,0.41200000000000003,0.5429999999999999,0.124
22,13590,Jesse Winker,26,183,0.255,0.153,0.251,0.61,0.388,0.544,2.7,11.7,0.89,2.45,-3.79,3.63,2.51,-5.17,,0.225,0.6709999999999999,0.4,0.645,0.7959999999999999,0.7440000000000001,0.392,0.574,0.102
52,5235,Justin Turner,35,175,0.307,0.10300000000000001,0.149,0.69,0.4,0.46,4.5,8.3,1.32,-0.19,3.27,1.92,4.13,-4.44,,0.226,0.6729999999999999,0.429,0.619,0.88,0.805,0.45399999999999996,0.531,0.084
117,9774,Christian Vazquez,29,189,0.283,0.085,0.228,0.37,0.344,0.457,3.0,4.1,-0.28,0.13,-2.71,5.1,1.26,-2.89,,0.33799999999999997,0.66,0.478,0.718,0.843,0.7929999999999999,0.434,0.593,0.099
137,15998,Cody Bellinger,24,243,0.239,0.12300000000000001,0.17300000000000001,0.71,0.333,0.455,4.2,3.6,-0.72,1.78,-1.54,-0.39,2.19,8.66,,0.299,0.721,0.47600000000000003,0.7140000000000001,0.8320000000000001,0.789,0.419,0.547,0.1
237,13769,Adalberto Mondesi,24,233,0.256,0.047,0.3,0.16,0.294,0.416,8.5,-3.0,0.63,-1.83,-2.36,-1.14,-0.81,1.26,,0.375,0.78,0.5379999999999999,0.479,0.733,0.627,0.40299999999999997,0.618,0.201
250,11038,Kevin Kiermaier,30,159,0.217,0.126,0.264,0.48,0.321,0.362,7.4,-2.5,-0.22,2.35,-2.32,-1.49,-0.01,-6.7,,0.28600000000000003,0.725,0.462,0.545,0.816,0.715,0.401,0.56,0.132
13,19197,Will Smith,25,137,0.289,0.146,0.161,0.91,0.401,0.579,1.6,10.5,1.86,0.54,7.48,0.06,1.65,-1.75,,0.182,0.6459999999999999,0.382,0.762,0.882,0.85,0.431,0.518,0.057
28,17338,Willi Castro,23,140,0.349,0.05,0.271,0.18,0.381,0.55,4.5,8.7,1.62,0.79,-0.23,0.23,3.68,33.25,,0.41100000000000003,0.7509999999999999,0.547,0.591,0.831,0.723,0.39899999999999997,0.593,0.152
35,15983,Jackson Frazier,25,160,0.267,0.156,0.275,0.57,0.394,0.511,5.6,9.3,0.48,1.46,10.62,-0.63,-1.46,3.11,,0.17800000000000002,0.625,0.35200000000000004,0.413,0.82,0.6940000000000001,0.38799999999999996,0.556,0.10800000000000001
50,3269,Robinson Cano,37,182,0.316,0.049,0.132,0.38,0.352,0.544,1.1,8.7,2.97,1.21,-0.96,2.01,-2.98,-10.78,,0.436,0.792,0.575,0.696,0.92,0.816,0.39,0.643,0.106
42,21618,Alec Bohm,23,180,0.338,0.08900000000000001,0.2,0.44,0.4,0.481,2.3,9.3,0.73,0.63,3.59,5.07,-0.33,1.32,,0.301,0.72,0.475,0.578,0.879,0.768,0.41600000000000004,0.639,0.11
113,15986,Willy Adames,24,205,0.259,0.098,0.361,0.27,0.332,0.481,4.6,4.7,1.37,0.7,-1.05,-0.47,1.46,-6.63,,0.292,0.7090000000000001,0.462,0.483,0.732,0.639,0.408,0.624,0.16699999999999998
101,17992,David Fletcher,26,230,0.319,0.087,0.109,0.8,0.376,0.425,3.0,5.9,1.07,-0.53,0.64,4.35,-1.51,-10.83,,0.27,0.493,0.371,0.858,0.96,0.92,0.45299999999999996,0.583,0.03
245,15491,J.P. Crawford,25,232,0.255,0.099,0.168,0.59,0.336,0.338,5.9,-3.4,-0.49,0.95,0.65,-2.0,-0.73,3.8,,0.24600000000000002,0.609,0.41,0.706,0.8909999999999999,0.83,0.451,0.53,0.07
25,19683,Mike Brosseau,26,98,0.302,0.08199999999999999,0.316,0.26,0.378,0.558,6.1,6.2,2.22,-1.36,-0.9,5.8,0.77,,,0.299,0.66,0.44799999999999995,0.591,0.728,0.675,0.414,0.561,0.146
118,14161,Byron Buxton,26,135,0.254,0.015,0.267,0.06,0.267,0.577,3.4,2.9,-1.95,8.13,-1.54,-2.68,-0.73,56.46,,0.512,0.804,0.643,0.56,0.863,0.73,0.449,0.7040000000000001,0.174
83,15362,Jeff McNeil,28,209,0.311,0.096,0.115,0.83,0.383,0.454,1.3,7.0,0.88,-2.05,2.17,0.65,5.73,-0.76,,0.385,0.84,0.568,0.746,0.9009999999999999,0.838,0.40299999999999997,0.6459999999999999,0.092
89,19252,Cavan Biggio,25,265,0.25,0.155,0.23,0.67,0.375,0.432,4.8,8.0,0.41,0.96,3.3,-2.4,3.64,4.27,,0.163,0.62,0.36,0.621,0.838,0.7829999999999999,0.431,0.498,0.078
119,17678,Alex Bregman,26,180,0.242,0.133,0.14400000000000002,0.92,0.35,0.451,2.2,3.8,0.81,0.31,-4.54,-0.27,3.71,-8.51,,0.21100000000000002,0.586,0.361,0.731,0.9359999999999999,0.865,0.401,0.494,0.049
148,13853,Joey Wendle,30,184,0.286,0.054000000000000006,0.19,0.29,0.342,0.435,6.8,2.3,-0.59,-1.39,-0.7,0.17,7.32,-1.82,,0.39299999999999996,0.645,0.496,0.7120000000000001,0.9440000000000001,0.835,0.41,0.636,0.08199999999999999
147,10815,Jurickson Profar,27,202,0.278,0.07400000000000001,0.139,0.54,0.343,0.428,4.9,2.6,1.7,1.34,-3.3,-0.47,-2.04,2.48,,0.315,0.6729999999999999,0.46799999999999997,0.722,0.867,0.8109999999999999,0.428,0.619,0.08800000000000001
152,9241,Starling Marte,31,250,0.281,0.048,0.16399999999999998,0.29,0.34,0.43,6.2,2.8,0.27,0.42,9.26,1.71,-2.13,2.12,,0.38,0.732,0.519,0.604,0.89,0.763,0.395,0.672,0.12300000000000001
192,20043,Luis Robert,22,227,0.233,0.08800000000000001,0.322,0.27,0.302,0.436,5.3,-0.7,-0.99,1.75,-5.43,0.93,1.86,-6.02,,0.431,0.8220000000000001,0.573,0.47100000000000003,0.745,0.614,0.363,0.674,0.221
181,19950,Andres Gimenez,21,132,0.263,0.053,0.212,0.25,0.333,0.398,9.1,0.1,1.08,-1.59,-2.43,-3.46,6.26,-2.78,,0.34700000000000003,0.725,0.501,0.631,0.865,0.769,0.40700000000000003,0.652,0.11599999999999999
217,14162,Carlos Correa,25,221,0.264,0.07200000000000001,0.222,0.33,0.326,0.383,1.2,-2.2,-0.39,1.3,-0.33,-0.79,-1.25,-1.38,,0.33899999999999997,0.685,0.47,0.674,0.888,0.792,0.376,0.593,0.098
238,12532,Kolten Wong,29,208,0.265,0.096,0.14400000000000002,0.67,0.35,0.326,5.9,-2.7,-0.04,-0.07,1.15,-0.47,-2.19,2.57,,0.273,0.659,0.429,0.768,0.907,0.8540000000000001,0.40399999999999997,0.5670000000000001,0.062
24,16153,Austin Slater,27,104,0.282,0.154,0.212,0.73,0.408,0.506,7.8,6.6,1.15,3.77,-0.33,-0.72,1.95,-7.74,,0.237,0.654,0.413,0.61,0.8320000000000001,0.758,0.42200000000000004,0.6920000000000001,0.1
55,15640,Aaron Judge,28,114,0.257,0.08800000000000001,0.281,0.31,0.336,0.554,3.2,5.3,1.94,0.69,-4.45,5.82,-2.25,-6.41,,0.259,0.6890000000000001,0.42700000000000005,0.39,0.84,0.6729999999999999,0.39,0.5529999999999999,0.14
73,10681,Gio Urshela,28,174,0.298,0.10300000000000001,0.14400000000000002,0.72,0.368,0.49,3.0,6.6,-0.26,2.53,0.48,3.03,8.41,0.17,,0.308,0.748,0.48200000000000004,0.6859999999999999,0.914,0.826,0.395,0.603,0.084
78,4106,Michael Brantley,33,187,0.3,0.091,0.15,0.61,0.364,0.476,3.5,6.7,-0.91,5.04,6.83,-1.67,-0.13,19.64,,0.252,0.594,0.39799999999999996,0.74,0.929,0.861,0.42700000000000005,0.588,0.055
90,12371,Tommy La Stella,31,228,0.281,0.11800000000000001,0.053,2.25,0.37,0.449,4.4,6.9,0.03,-2.27,0.39,3.45,3.4,3.02,,0.252,0.5479999999999999,0.381,0.828,0.946,0.902,0.435,0.575,0.037000000000000005
145,16505,Matt Chapman,27,152,0.232,0.053,0.355,0.15,0.276,0.535,4.4,2.0,0.42,0.03,-6.59,3.89,-1.52,-6.1,,0.26899999999999996,0.6659999999999999,0.447,0.495,0.7440000000000001,0.6609999999999999,0.449,0.5660000000000001,0.152
99,5297,Aaron Hicks,30,211,0.225,0.19399999999999998,0.18,1.08,0.379,0.414,5.7,5.6,1.24,-1.12,-1.01,-0.5,-0.41,11.67,,0.19899999999999998,0.6759999999999999,0.39399999999999996,0.556,0.8029999999999999,0.7290000000000001,0.41,0.512,0.107
158,12552,Eugenio Suarez,28,231,0.202,0.13,0.29,0.45,0.312,0.47,3.1,2.3,-0.29,-0.22,5.07,-1.39,2.77,-3.74,,0.26899999999999996,0.657,0.41600000000000004,0.527,0.8270000000000001,0.7070000000000001,0.379,0.623,0.122
138,18030,Harrison Bader,26,125,0.226,0.10400000000000001,0.32,0.33,0.336,0.443,7.8,1.8,0.66,0.32,7.78,-2.47,0.25,1.04,,0.3,0.598,0.42,0.585,0.888,0.758,0.4,0.608,0.102
163,12179,Maikel Franco,27,243,0.278,0.066,0.156,0.42,0.321,0.457,2.1,1.9,0.73,-1.0,8.29,1.11,-2.67,-1.35,,0.342,0.74,0.499,0.626,0.862,0.764,0.395,0.601,0.11800000000000001
154,5933,Jean Segura,30,217,0.266,0.106,0.207,0.51,0.347,0.422,4.4,2.4,0.66,-0.77,-1.94,-4.37,5.56,6.52,,0.341,0.644,0.462,0.6859999999999999,0.857,0.7809999999999999,0.397,0.6409999999999999,0.10099999999999999
165,12144,Max Kepler,27,196,0.228,0.11199999999999999,0.184,0.61,0.321,0.439,4.2,1.4,0.95,-1.1,6.41,-0.01,-0.61,0.78,,0.27399999999999997,0.688,0.44799999999999995,0.59,0.937,0.8140000000000001,0.42100000000000004,0.612,0.083
213,17232,Yoan Moncada,25,231,0.225,0.121,0.312,0.39,0.32,0.385,4.1,-2.0,1.75,-3.19,-1.91,1.41,-3.1,-3.92,,0.29,0.654,0.42700000000000005,0.531,0.868,0.726,0.377,0.5670000000000001,0.11699999999999999
74,14551,Anthony Santander,25,165,0.261,0.061,0.152,0.4,0.315,0.575,3.4,6.2,1.74,4.94,-1.01,-2.55,-0.65,5.65,,0.408,0.743,0.523,0.7340000000000001,0.833,0.782,0.34299999999999997,0.6,0.114
61,19238,Lourdes Gurriel Jr.,26,224,0.308,0.063,0.214,0.29,0.348,0.534,3.1,9.9,0.43,0.42,-0.31,3.88,4.13,1.49,,0.358,0.72,0.512,0.632,0.8390000000000001,0.7559999999999999,0.425,0.688,0.125
111,5827,Wilmer Flores,28,213,0.268,0.061,0.16899999999999998,0.36,0.315,0.515,4.0,5.0,1.48,-1.25,-5.93,-1.53,1.46,14.64,,0.33,0.6990000000000001,0.48,0.7659999999999999,0.897,0.843,0.406,0.5539999999999999,0.075
124,12434,Kevin Pillar,31,223,0.288,0.057999999999999996,0.184,0.32,0.336,0.462,6.5,4.0,-0.25,0.22,4.79,-0.01,1.34,-8.61,,0.41100000000000003,0.664,0.519,0.631,0.8640000000000001,0.758,0.42700000000000005,0.583,0.125
