,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
172,18036,Jake Cronenworth,28,684,0.239,0.102,0.192,0.53,0.332,0.39,4.3,4.6,0.13,0.66,3.02,-0.53,2.08,-1.47,,0.254,0.615,0.41700000000000004,0.6970000000000001,0.9129999999999999,0.841,0.45,0.621,0.066
32,19251,Pete Alonso,27,685,0.271,0.098,0.187,0.52,0.352,0.518,2.9,30.5,1.3,0.42,-2.98,3.91,3.33,-1.78,,0.36,0.742,0.499,0.677,0.878,0.7859999999999999,0.36200000000000004,0.556,0.107
49,14161,Byron Buxton,28,382,0.224,0.08900000000000001,0.304,0.29,0.306,0.526,6.5,14.0,1.27,2.33,-0.71,1.66,-1.97,13.17,,0.311,0.6779999999999999,0.46799999999999997,0.496,0.8059999999999999,0.688,0.42700000000000005,0.56,0.146
166,21479,Nico Hoerner,25,517,0.281,0.054000000000000006,0.11,0.49,0.327,0.41,6.4,4.0,-0.29,3.05,-3.63,-0.65,0.16,-6.39,,0.36200000000000004,0.6709999999999999,0.491,0.77,0.9390000000000001,0.866,0.41600000000000004,0.648,0.066
43,17548,Taylor Ward,28,564,0.281,0.106,0.213,0.5,0.36,0.473,3.4,23.4,0.75,0.59,5.14,0.4,3.36,5.22,,0.23600000000000002,0.6609999999999999,0.414,0.65,0.8740000000000001,0.8,0.42,0.5870000000000001,0.083
44,15676,Jose Abreu,35,679,0.304,0.091,0.162,0.56,0.378,0.446,1.4,27.8,0.04,1.48,1.55,0.92,4.38,2.96,,0.336,0.665,0.473,0.664,0.884,0.7929999999999999,0.41600000000000004,0.5760000000000001,0.098
68,19197,Will Smith,27,578,0.26,0.09699999999999999,0.166,0.58,0.343,0.465,2.9,17.9,1.3,-1.03,-0.63,2.32,1.94,4.91,-14.16,0.254,0.662,0.426,0.7490000000000001,0.875,0.8320000000000001,0.423,0.597,0.07200000000000001
88,7739,Travis d'Arnaud,33,426,0.268,0.045,0.21100000000000002,0.21,0.319,0.472,2.5,11.4,0.63,-0.95,-2.76,5.1,3.56,0.17,34.27,0.39399999999999996,0.71,0.528,0.6459999999999999,0.825,0.748,0.424,0.657,0.133
26,19755,Shohei Ohtani,27,666,0.273,0.10800000000000001,0.242,0.45,0.356,0.519,4.7,31.7,1.53,0.82,1.53,5.76,-0.51,-0.74,,0.32,0.745,0.493,0.625,0.818,0.743,0.405,0.598,0.126
15,20123,Juan Soto,23,664,0.242,0.203,0.145,1.41,0.401,0.452,3.5,34.9,1.7,-0.03,2.61,0.95,0.84,6.83,,0.19899999999999998,0.591,0.353,0.71,0.892,0.83,0.392,0.536,0.06
31,16578,Yandy Diaz,30,558,0.296,0.14,0.10800000000000001,1.3,0.401,0.423,2.2,25.0,1.74,0.59,-0.99,0.26,1.6,2.32,,0.231,0.657,0.413,0.74,0.932,0.871,0.42700000000000005,0.52,0.053
74,22581,Alejandro Kirk,23,541,0.285,0.11599999999999999,0.107,1.09,0.372,0.415,1.1,16.1,1.39,0.77,1.19,-1.87,1.12,0.91,,0.263,0.619,0.41,0.774,0.909,0.858,0.41200000000000003,0.595,0.057999999999999996
143,19287,Adolis Garcia,29,657,0.25,0.061,0.27899999999999997,0.22,0.3,0.456,6.6,7.6,0.42,-0.53,0.55,-1.33,1.15,3.79,,0.40299999999999997,0.755,0.535,0.5920000000000001,0.769,0.6859999999999999,0.376,0.629,0.168
203,27506,Ha-seong Kim,26,582,0.251,0.08800000000000001,0.172,0.51,0.325,0.383,4.8,1.5,-0.07,0.37,0.5,-1.63,1.5,-2.08,,0.275,0.623,0.431,0.743,0.883,0.8340000000000001,0.44799999999999995,0.62,0.07200000000000001
300,16725,Jose Trevino,29,353,0.248,0.042,0.17600000000000002,0.24,0.283,0.388,3.3,-4.7,-1.48,0.35,-0.23,1.13,2.98,0.19,,0.419,0.614,0.49700000000000005,0.725,0.887,0.805,0.401,0.637,0.09699999999999999
99,17919,Ian Happ,27,641,0.271,0.09,0.23199999999999998,0.39,0.342,0.44,3.9,14.9,0.91,-0.2,2.4,-0.52,0.71,-1.64,,0.307,0.746,0.49,0.621,0.8370000000000001,0.758,0.415,0.574,0.11900000000000001
186,17929,Cedric Mullins II,27,672,0.258,0.07,0.188,0.37,0.318,0.403,6.6,2.9,0.54,-1.36,0.05,2.3,0.88,-2.42,,0.342,0.7170000000000001,0.507,0.723,0.8640000000000001,0.81,0.43799999999999994,0.595,0.096
219,8709,Elvis Andrus,33,577,0.249,0.068,0.159,0.42,0.303,0.404,4.5,0.1,1.13,-0.75,-0.2,-2.31,0.26,-6.16,,0.32799999999999996,0.63,0.45399999999999996,0.696,0.887,0.8059999999999999,0.41700000000000004,0.612,0.08800000000000001
222,21636,Jeremy Pena,24,558,0.253,0.039,0.242,0.16,0.289,0.426,5.3,-0.3,0.65,0.15,2.38,0.26,-2.24,-0.84,,0.41,0.7659999999999999,0.547,0.527,0.873,0.7140000000000001,0.385,0.6829999999999999,0.157
48,11609,Willson Contreras,30,487,0.243,0.092,0.21100000000000002,0.44,0.349,0.466,4.2,18.2,1.44,0.74,-0.5,3.67,-0.65,-6.73,,0.354,0.738,0.505,0.57,0.8240000000000001,0.716,0.392,0.6609999999999999,0.14400000000000002
64,18568,Luis Arraez,25,603,0.316,0.083,0.071,1.16,0.375,0.42,3.0,19.0,1.63,1.45,-1.11,-0.63,0.34,-0.81,,0.28600000000000003,0.631,0.42700000000000005,0.9109999999999999,0.96,0.941,0.41100000000000003,0.512,0.025
83,14344,Matt Olson,28,699,0.24,0.107,0.243,0.44,0.325,0.477,1.2,18.9,1.13,-0.87,0.48,0.66,1.08,2.5,4.45,0.32799999999999996,0.754,0.495,0.6679999999999999,0.792,0.742,0.392,0.624,0.128
28,19566,Nathaniel Lowe,26,645,0.302,0.07400000000000001,0.228,0.33,0.358,0.492,2.7,30.0,0.54,3.28,0.35,0.4,3.29,-1.2,,0.349,0.75,0.522,0.659,0.867,0.7879999999999999,0.431,0.626,0.111
50,9241,Starling Marte,33,505,0.292,0.051,0.192,0.27,0.347,0.468,6.5,18.0,1.44,0.56,-0.4,-1.91,1.38,-1.09,,0.36,0.685,0.493,0.6559999999999999,0.8759999999999999,0.7809999999999999,0.41100000000000003,0.628,0.10800000000000001
63,11615,Brandon Drury,29,568,0.263,0.067,0.222,0.3,0.32,0.492,3.5,18.0,0.36,1.58,-0.94,-0.04,2.61,9.74,,0.324,0.648,0.45899999999999996,0.7040000000000001,0.889,0.812,0.41600000000000004,0.607,0.086
127,19955,Gavin Lux,24,471,0.276,0.1,0.20199999999999999,0.49,0.346,0.399,6.2,6.9,0.73,-0.3,2.12,-0.61,0.69,3.06,,0.267,0.65,0.426,0.642,0.8690000000000001,0.7859999999999999,0.415,0.5820000000000001,0.091
139,15112,Ryan McMahon,27,597,0.246,0.10099999999999999,0.265,0.38,0.327,0.414,4.2,7.6,-0.07,-0.71,1.55,1.24,1.47,0.99,,0.285,0.662,0.452,0.6,0.83,0.7490000000000001,0.442,0.648,0.113
291,18577,Ke'Bryan Hayes,25,560,0.244,0.086,0.218,0.39,0.314,0.345,5.3,-6.8,-0.45,0.0,-1.21,0.34,-1.15,12.31,,0.3,0.635,0.433,0.6579999999999999,0.9209999999999999,0.8109999999999999,0.396,0.586,0.08199999999999999
124,9874,DJ LeMahieu,33,541,0.261,0.124,0.131,0.94,0.357,0.377,2.8,8.5,0.21,0.19,4.64,0.54,2.2,-5.92,,0.276,0.547,0.39399999999999996,0.8029999999999999,0.92,0.8740000000000001,0.436,0.636,0.05
60,19611,Vladimir Guerrero Jr.,23,706,0.274,0.08199999999999999,0.16399999999999998,0.5,0.339,0.48,3.1,23.4,1.11,0.64,-0.42,1.59,-0.66,1.13,,0.342,0.737,0.49700000000000005,0.649,0.8740000000000001,0.78,0.39299999999999996,0.589,0.109
66,19326,Bryan Reynolds,27,614,0.262,0.091,0.23,0.4,0.345,0.461,4.5,19.1,1.84,-0.51,-0.06,1.45,-0.43,0.57,,0.35600000000000004,0.745,0.504,0.565,0.88,0.742,0.38,0.622,0.13
108,19290,Randy Arozarena,27,645,0.263,0.071,0.242,0.29,0.327,0.445,5.6,13.2,0.92,-0.05,-2.85,2.78,-0.5,-0.22,,0.33399999999999996,0.6559999999999999,0.46,0.638,0.8109999999999999,0.735,0.39,0.602,0.122
94,17901,Andrew Benintendi,27,521,0.304,0.1,0.14800000000000002,0.68,0.373,0.399,4.1,13.3,0.85,1.43,0.42,0.38,1.09,-0.26,,0.27899999999999997,0.7490000000000001,0.48100000000000004,0.7340000000000001,0.855,0.815,0.431,0.5760000000000001,0.08900000000000001
87,11445,Mark Canha,33,542,0.266,0.08900000000000001,0.179,0.49,0.367,0.403,3.1,14.5,0.93,1.19,-0.8,0.52,1.55,-0.18,,0.27699999999999997,0.633,0.428,0.732,0.8420000000000001,0.8009999999999999,0.424,0.635,0.085
126,16997,Gleyber Torres,25,572,0.257,0.068,0.226,0.3,0.31,0.451,4.1,8.4,1.39,-0.57,-0.59,0.65,-1.35,-2.82,,0.315,0.7490000000000001,0.494,0.62,0.8240000000000001,0.748,0.413,0.642,0.124
242,16930,Jonah Heim,27,450,0.227,0.091,0.193,0.47,0.298,0.399,3.2,-1.5,-0.73,-0.68,0.84,-0.01,2.15,-1.93,,0.32899999999999996,0.755,0.506,0.6920000000000001,0.88,0.809,0.41600000000000004,0.642,0.09699999999999999
93,21454,Lars Nootbaar,24,347,0.228,0.147,0.205,0.72,0.34,0.448,5.5,8.9,0.71,1.35,3.87,-0.25,-0.29,2.61,,0.245,0.588,0.387,0.6729999999999999,0.838,0.777,0.415,0.617,0.086
67,24679,Brendan Donovan,25,468,0.281,0.128,0.15,0.86,0.394,0.379,2.9,14.5,0.63,1.96,0.8,-0.09,2.08,2.5,,0.23199999999999998,0.575,0.37799999999999995,0.721,0.929,0.856,0.426,0.5660000000000001,0.054000000000000006
138,19734,Josh Rojas,28,510,0.269,0.10800000000000001,0.192,0.56,0.349,0.391,5.6,6.6,0.34,-0.34,-1.05,0.95,1.47,0.34,,0.225,0.6509999999999999,0.408,0.682,0.852,0.799,0.43,0.586,0.08199999999999999
176,16426,Thairo Estrada,26,541,0.26,0.061,0.165,0.37,0.322,0.4,5.8,3.3,0.13,0.27,-0.52,-0.28,2.36,3.22,,0.355,0.687,0.48700000000000004,0.6920000000000001,0.9079999999999999,0.813,0.39799999999999996,0.632,0.091
353,17273,Jorge Mateo,27,533,0.221,0.051,0.276,0.18,0.267,0.379,8.4,-12.1,-0.79,-0.27,-1.65,3.27,-2.07,-3.26,,0.39399999999999996,0.728,0.531,0.55,0.836,0.71,0.409,0.679,0.154
34,20454,Jazz Chisholm Jr.,24,241,0.254,0.087,0.27399999999999997,0.32,0.325,0.535,7.9,10.6,1.36,6.18,-1.43,1.59,-1.43,-2.3,-5.21,0.307,0.677,0.465,0.5870000000000001,0.778,0.706,0.42700000000000005,0.593,0.13699999999999998
39,16535,Danny Jansen,27,248,0.26,0.10099999999999999,0.177,0.57,0.339,0.516,2.5,10.6,1.69,1.59,0.88,-3.01,1.66,3.93,,0.261,0.696,0.452,0.6809999999999999,0.853,0.797,0.43799999999999994,0.601,0.092
52,16478,Kyle Schwarber,29,669,0.218,0.129,0.299,0.43,0.323,0.504,5.2,23.8,0.99,0.85,0.61,0.25,0.92,0.13,,0.25,0.621,0.40299999999999997,0.583,0.81,0.728,0.413,0.595,0.11
201,18795,Ramon Urias,28,445,0.248,0.067,0.22,0.31,0.305,0.414,2.7,1.2,-0.02,0.72,1.23,-0.98,0.39,-4.28,,0.33799999999999997,0.7290000000000001,0.499,0.652,0.815,0.75,0.41100000000000003,0.667,0.125
237,20126,Dylan Carlson,23,488,0.236,0.092,0.193,0.48,0.316,0.38,4.9,-1.3,0.16,0.56,0.3,1.21,-1.61,1.59,,0.278,0.7140000000000001,0.46,0.648,0.84,0.772,0.418,0.564,0.105
22,9952,Trayce Thompson,31,255,0.256,0.125,0.365,0.34,0.353,0.507,4.9,12.3,0.98,0.49,7.84,1.79,-1.73,13.52,-26.51,0.27699999999999997,0.672,0.43799999999999994,0.48700000000000004,0.775,0.667,0.40700000000000003,0.647,0.146
70,13066,Teoscar Hernandez,29,535,0.267,0.064,0.284,0.22,0.316,0.491,3.8,16.2,1.43,-0.99,0.38,-0.04,3.07,-1.53,,0.336,0.716,0.489,0.512,0.7979999999999999,0.6809999999999999,0.402,0.596,0.156
75,15464,Hunter Renfroe,30,522,0.255,0.075,0.23199999999999998,0.32,0.315,0.492,2.2,15.3,1.56,0.25,-2.53,0.33,-0.15,-10.82,,0.344,0.6759999999999999,0.47700000000000004,0.636,0.84,0.752,0.401,0.59,0.11800000000000001
107,14551,Anthony Santander,27,647,0.24,0.085,0.18899999999999997,0.45,0.318,0.455,1.6,13.3,-0.08,0.31,1.48,0.52,1.01,5.87,,0.35,0.6829999999999999,0.47700000000000004,0.71,0.8859999999999999,0.8059999999999999,0.382,0.595,0.092
163,10815,Jurickson Profar,29,658,0.243,0.111,0.157,0.71,0.331,0.391,4.0,5.5,-0.14,-0.56,1.37,0.71,1.29,-1.02,,0.27,0.655,0.433,0.726,0.887,0.8290000000000001,0.423,0.594,0.07400000000000001
214,15518,Amed Rosario,26,670,0.283,0.037000000000000005,0.166,0.23,0.312,0.403,6.7,0.8,-0.32,-0.33,0.59,-1.57,2.42,9.3,,0.425,0.684,0.531,0.7340000000000001,0.884,0.813,0.41,0.649,0.099
27,11579,Bryce Harper,29,426,0.286,0.10800000000000001,0.204,0.53,0.364,0.514,4.6,20.2,1.33,2.33,2.31,1.69,0.47,-4.82,,0.39799999999999996,0.825,0.556,0.613,0.833,0.7340000000000001,0.37,0.6409999999999999,0.14800000000000002
23,20503,William Contreras,24,376,0.278,0.10400000000000001,0.27699999999999997,0.38,0.354,0.506,3.4,18.1,2.2,-0.6,2.26,0.83,2.25,4.16,,0.308,0.653,0.444,0.557,0.775,0.684,0.397,0.617,0.14
57,3473,Anthony Rizzo,32,548,0.224,0.106,0.184,0.57,0.338,0.48,3.7,18.5,0.68,0.73,-1.69,0.94,0.65,4.6,,0.321,0.6559999999999999,0.45899999999999996,0.6509999999999999,0.8809999999999999,0.787,0.413,0.568,0.098
91,5235,Justin Turner,37,532,0.278,0.094,0.16699999999999998,0.56,0.35,0.438,2.8,14.0,-0.24,0.19,2.44,-0.25,4.25,15.92,,0.313,0.725,0.483,0.7340000000000001,0.867,0.816,0.413,0.5770000000000001,0.08900000000000001
104,17982,Ty France,27,613,0.274,0.057,0.153,0.37,0.338,0.436,1.5,13.3,0.47,1.43,-0.97,2.7,-1.37,0.03,,0.358,0.785,0.524,0.674,0.929,0.8220000000000001,0.389,0.573,0.09300000000000001
106,12532,Kolten Wong,31,497,0.251,0.09300000000000001,0.177,0.52,0.339,0.43,6.1,10.3,1.21,-0.39,2.75,-0.37,-0.36,0.58,,0.249,0.6579999999999999,0.426,0.659,0.882,0.8079999999999999,0.43200000000000005,0.555,0.08199999999999999
115,10681,Gio Urshela,30,551,0.285,0.07400000000000001,0.174,0.43,0.338,0.429,3.0,9.9,-0.26,0.06,1.94,1.29,0.08,-1.02,2.73,0.397,0.72,0.531,0.731,0.8759999999999999,0.812,0.415,0.648,0.1
146,23667,Wander Franco,21,344,0.277,0.076,0.096,0.79,0.328,0.417,6.4,3.7,1.12,1.12,-0.96,1.32,-1.14,-0.98,,0.34700000000000003,0.747,0.513,0.789,0.9420000000000001,0.8809999999999999,0.415,0.599,0.061
151,20036,Isaac Paredes,23,381,0.205,0.115,0.17600000000000002,0.66,0.304,0.435,1.7,4.0,-0.73,-0.42,3.97,1.42,2.77,3.21,,0.251,0.626,0.39799999999999996,0.768,0.902,0.851,0.39299999999999996,0.551,0.059000000000000004
182,12564,Trevor Story,29,396,0.238,0.081,0.308,0.26,0.303,0.434,5.4,2.0,-0.55,-0.09,3.46,-1.64,7.42,-6.56,,0.369,0.701,0.498,0.607,0.821,0.725,0.39,0.629,0.13699999999999998
174,13301,Max Muncy,31,565,0.196,0.159,0.25,0.64,0.329,0.384,3.0,3.7,-0.18,1.09,-0.7,-0.77,2.66,-5.6,4.74,0.212,0.617,0.384,0.593,0.823,0.75,0.425,0.604,0.096
0,8090,Matt Carpenter,36,154,0.305,0.12300000000000001,0.22699999999999998,0.54,0.412,0.727,1.4,19.8,3.34,5.38,-2.39,3.49,-0.13,-2.23,,0.207,0.6459999999999999,0.41100000000000003,0.625,0.853,0.7909999999999999,0.465,0.5,0.086
105,21622,Jake McCarthy,24,354,0.283,0.065,0.215,0.3,0.342,0.427,7.6,7.7,1.19,0.02,-2.12,4.08,1.67,-3.6,,0.345,0.74,0.519,0.5720000000000001,0.845,0.7440000000000001,0.442,0.655,0.133
132,16622,Luis Urias,25,472,0.239,0.106,0.21,0.51,0.335,0.404,2.3,6.4,1.39,-0.56,0.23,-1.81,-1.63,4.61,,0.265,0.652,0.43200000000000005,0.752,0.8270000000000001,0.8,0.431,0.623,0.086
211,6153,Eduardo Escobar,33,542,0.24,0.07400000000000001,0.23800000000000002,0.31,0.295,0.43,3.1,0.7,0.11,-0.44,-1.35,-0.08,1.77,-4.81,,0.381,0.747,0.524,0.643,0.847,0.757,0.39,0.633,0.127
