,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
113,12916,Francisco Lindor,25,654,0.284,0.07,0.15,0.47,0.335,0.518,5.7,16.6,1.46,-0.03,-0.36,-0.59,0.18,-1.56,,0.354,0.737,0.512,0.754,0.9159999999999999,0.85,0.41200000000000003,0.5760000000000001,0.077
118,12979,Javier Baez,26,561,0.281,0.05,0.278,0.18,0.316,0.531,5.7,13.2,-0.27,-0.56,1.05,3.96,1.59,-0.24,,0.441,0.743,0.552,0.542,0.795,0.667,0.36700000000000005,0.6579999999999999,0.184
16,20123,Juan Soto,20,659,0.282,0.16399999999999998,0.2,0.82,0.401,0.548,5.8,42.2,1.86,-0.33,1.71,2.24,1.58,4.14,,0.23399999999999999,0.6859999999999999,0.408,0.621,0.866,0.779,0.385,0.555,0.09
97,16505,Matt Chapman,26,670,0.249,0.109,0.21899999999999997,0.5,0.342,0.506,3.3,19.9,0.67,0.82,-0.16,0.13,1.47,5.93,,0.248,0.65,0.42,0.675,0.835,0.7809999999999999,0.428,0.575,0.092
143,11739,J.T. Realmuto,28,593,0.275,0.069,0.207,0.33,0.328,0.493,5.5,10.1,0.84,-0.7,0.73,1.02,0.53,-2.17,,0.348,0.731,0.507,0.662,0.862,0.782,0.415,0.583,0.111
38,17232,Yoan Moncada,24,559,0.315,0.07200000000000001,0.275,0.26,0.367,0.548,5.6,28.7,1.46,1.63,1.82,-0.85,2.89,0.98,-0.22,0.327,0.669,0.473,0.512,0.833,0.706,0.42700000000000005,0.6459999999999999,0.139
59,18401,Ronald Acuna Jr.,21,715,0.28,0.106,0.263,0.4,0.365,0.518,6.2,30.3,0.84,0.75,0.49,3.69,0.47,8.07,,0.267,0.715,0.45299999999999996,0.632,0.8,0.742,0.41600000000000004,0.614,0.11699999999999999
78,11368,Yasmani Grandal,30,632,0.246,0.172,0.22,0.78,0.38,0.468,3.4,22.3,1.06,-0.1,-3.52,1.25,1.74,-6.19,,0.244,0.595,0.384,0.633,0.841,0.762,0.39899999999999997,0.57,0.091
43,5038,Josh Donaldson,33,659,0.259,0.152,0.235,0.65,0.379,0.521,2.5,32.7,1.63,0.83,0.44,1.32,0.29,-0.81,,0.257,0.718,0.43799999999999994,0.624,0.7659999999999999,0.715,0.39299999999999996,0.584,0.125
26,15362,Jeff McNeil,27,567,0.318,0.062,0.132,0.47,0.384,0.531,3.3,31.6,1.72,0.48,1.63,3.19,1.94,-0.94,,0.41700000000000004,0.85,0.599,0.715,0.8809999999999999,0.8140000000000001,0.42,0.642,0.111
35,2396,Carlos Santana,33,686,0.281,0.157,0.157,1.0,0.397,0.515,3.5,35.4,0.82,0.11,1.26,1.8,3.12,-0.21,,0.212,0.662,0.39299999999999996,0.662,0.8759999999999999,0.807,0.40399999999999997,0.544,0.076
52,13301,Max Muncy,28,589,0.251,0.153,0.253,0.6,0.374,0.515,3.8,26.8,2.22,0.53,0.08,0.22,-0.93,4.2,8.82,0.231,0.64,0.39899999999999997,0.59,0.812,0.736,0.41100000000000003,0.55,0.105
37,15429,Kris Bryant,27,634,0.282,0.11699999999999999,0.22899999999999998,0.51,0.382,0.521,4.0,32.6,1.88,0.56,-0.87,0.47,1.43,-0.09,,0.305,0.76,0.484,0.603,0.826,0.741,0.39399999999999996,0.584,0.126
36,15672,Austin Meadows,24,591,0.291,0.091,0.222,0.41,0.364,0.558,5.6,30.5,0.9,1.16,1.45,1.44,1.59,4.13,,0.27399999999999997,0.622,0.42200000000000004,0.632,0.879,0.7859999999999999,0.425,0.609,0.09
73,15172,Tim Anderson,26,518,0.335,0.028999999999999998,0.21,0.14,0.357,0.508,4.7,19.3,0.38,1.13,2.16,-0.04,3.38,12.58,-7.47,0.452,0.775,0.585,0.615,0.899,0.77,0.41100000000000003,0.62,0.135
28,19251,Pete Alonso,24,693,0.26,0.10400000000000001,0.264,0.39,0.358,0.583,2.7,38.4,2.22,0.16,2.71,-0.68,3.03,-2.27,,0.34600000000000003,0.6809999999999999,0.466,0.62,0.8340000000000001,0.732,0.359,0.59,0.125
23,5361,Freddie Freeman,29,692,0.295,0.126,0.184,0.69,0.389,0.549,3.8,40.2,2.1,-1.12,-0.06,3.07,0.5,0.92,,0.32899999999999996,0.826,0.519,0.69,0.8270000000000001,0.774,0.38299999999999995,0.551,0.11699999999999999
87,16376,Michael Conforto,26,648,0.257,0.13,0.23,0.56,0.363,0.494,3.7,21.5,0.73,0.84,-0.55,0.56,1.63,-1.48,,0.273,0.723,0.457,0.634,0.818,0.753,0.408,0.6,0.113
4,2434,Nelson Cruz,38,521,0.311,0.107,0.251,0.43,0.392,0.639,1.3,43.9,2.93,0.66,-1.43,2.6,2.95,-4.24,,0.305,0.72,0.462,0.536,0.809,0.6970000000000001,0.37799999999999995,0.545,0.14
30,15640,Aaron Judge,27,447,0.272,0.14300000000000002,0.315,0.45,0.381,0.54,3.6,24.1,2.51,-0.19,0.84,0.55,-0.74,-0.95,7.87,0.24600000000000002,0.6809999999999999,0.419,0.40299999999999997,0.7859999999999999,0.6509999999999999,0.39799999999999996,0.613,0.146
48,5417,Jose Altuve,29,548,0.298,0.075,0.15,0.5,0.353,0.55,4.2,25.6,1.2,0.48,3.89,-0.09,-0.35,2.33,,0.327,0.6809999999999999,0.46799999999999997,0.7240000000000001,0.8690000000000001,0.8079999999999999,0.39899999999999997,0.653,0.09
31,12552,Eugenio Suarez,27,662,0.271,0.106,0.285,0.37,0.358,0.572,2.8,34.8,2.14,0.22,1.55,-0.35,0.2,-4.34,,0.266,0.6859999999999999,0.444,0.513,0.846,0.731,0.423,0.618,0.12
100,16556,Ozzie Albies,22,702,0.295,0.077,0.16,0.48,0.352,0.5,6.2,20.5,1.56,1.19,0.52,-0.07,1.26,-1.91,,0.379,0.8140000000000001,0.555,0.674,0.868,0.789,0.40399999999999997,0.6409999999999999,0.11699999999999999
94,16252,Trea Turner,26,569,0.298,0.076,0.19899999999999998,0.38,0.353,0.497,7.6,17.6,1.4,-0.36,0.51,-1.21,2.24,3.54,,0.319,0.6859999999999999,0.467,0.608,0.898,0.78,0.40399999999999997,0.624,0.10300000000000001
63,14344,Matt Olson,25,547,0.267,0.09300000000000001,0.252,0.37,0.351,0.545,1.1,22.7,0.86,-0.87,-1.75,5.06,0.97,6.39,,0.28600000000000003,0.6759999999999999,0.451,0.6859999999999999,0.787,0.75,0.425,0.5579999999999999,0.113
56,5235,Justin Turner,34,549,0.29,0.09300000000000001,0.16,0.58,0.372,0.509,2.7,23.7,1.22,0.99,1.68,0.66,0.84,4.42,,0.281,0.6759999999999999,0.45399999999999996,0.7609999999999999,0.89,0.845,0.439,0.5870000000000001,0.07
68,11579,Bryce Harper,26,682,0.26,0.145,0.261,0.56,0.372,0.51,4.4,26.8,2.01,0.63,-3.22,-1.07,0.57,-3.23,,0.316,0.773,0.483,0.522,0.797,0.6829999999999999,0.364,0.595,0.153
157,10071,Jonathan Villar,28,714,0.274,0.085,0.24600000000000002,0.35,0.339,0.453,7.1,9.5,0.14,0.01,0.62,2.77,0.42,-3.15,,0.308,0.7509999999999999,0.491,0.635,0.8140000000000001,0.7490000000000001,0.414,0.632,0.12300000000000001
11,15161,Mitch Garver,28,359,0.273,0.114,0.242,0.47,0.365,0.63,2.8,26.2,3.36,-0.22,2.66,1.1,-1.01,-1.46,,0.2,0.556,0.35,0.5489999999999999,0.88,0.77,0.419,0.563,0.081
25,11445,Mark Canha,30,497,0.273,0.135,0.215,0.63,0.396,0.517,4.3,28.2,2.75,1.68,2.65,-1.81,-1.63,4.24,,0.25,0.614,0.40399999999999997,0.706,0.838,0.7909999999999999,0.424,0.604,0.085
69,19198,Yuli Gurriel,35,612,0.298,0.06,0.106,0.57,0.343,0.541,3.6,23.5,0.39,0.77,5.21,4.2,-0.09,-4.37,,0.354,0.693,0.49700000000000005,0.78,0.9209999999999999,0.863,0.42200000000000004,0.649,0.068
93,17128,Ramon Laureano,24,481,0.288,0.055999999999999994,0.256,0.22,0.34,0.521,5.2,15.1,1.69,0.43,-1.96,0.11,-0.93,8.79,,0.331,0.675,0.486,0.528,0.862,0.737,0.45,0.644,0.128
32,14162,Carlos Correa,24,321,0.279,0.109,0.23399999999999999,0.47,0.358,0.568,2.7,16.8,1.94,0.15,0.48,-1.17,2.06,-0.07,,0.311,0.626,0.44299999999999995,0.664,0.8440000000000001,0.7709999999999999,0.42,0.564,0.102
19,3473,Anthony Rizzo,29,613,0.293,0.11599999999999999,0.14,0.83,0.405,0.52,4.0,37.0,1.43,2.22,0.92,1.67,0.02,0.33,,0.33799999999999997,0.653,0.455,0.745,0.8859999999999999,0.82,0.374,0.514,0.08199999999999999
66,4106,Michael Brantley,32,637,0.311,0.08,0.10400000000000001,0.77,0.372,0.503,3.2,25.8,0.45,0.91,4.44,1.17,1.06,-4.3,,0.292,0.615,0.43700000000000006,0.823,0.958,0.9079999999999999,0.449,0.6,0.04
95,12144,Max Kepler,26,596,0.252,0.10099999999999999,0.166,0.61,0.336,0.519,2.6,18.1,1.35,1.78,0.75,1.33,0.45,-3.77,,0.306,0.758,0.493,0.621,0.922,0.812,0.414,0.629,0.09300000000000001
92,19470,Tommy Edman,24,349,0.304,0.046,0.175,0.26,0.35,0.5,8.5,11.1,0.89,1.09,-0.44,2.57,1.65,-2.43,,0.324,0.677,0.47700000000000004,0.722,0.8909999999999999,0.826,0.434,0.625,0.083
42,14221,Jorge Soler,27,679,0.265,0.10800000000000001,0.262,0.41,0.354,0.569,2.8,34.3,2.36,0.22,0.69,-0.06,0.82,-0.19,,0.271,0.7070000000000001,0.44,0.47100000000000003,0.8370000000000001,0.6990000000000001,0.38799999999999996,0.613,0.132
220,18015,Paul DeJong,25,664,0.233,0.09300000000000001,0.22399999999999998,0.42,0.318,0.444,4.3,1.0,0.05,-0.6,3.13,-0.07,-0.7,-4.36,,0.311,0.7140000000000001,0.48700000000000004,0.607,0.865,0.772,0.439,0.616,0.111
2,19556,Yordan Alvarez,22,369,0.313,0.141,0.255,0.55,0.412,0.655,1.1,35.8,2.88,3.34,-3.04,-1.02,1.96,9.61,,0.307,0.63,0.43200000000000005,0.6409999999999999,0.8490000000000001,0.759,0.38799999999999996,0.534,0.10400000000000001
84,16997,Gleyber Torres,22,604,0.278,0.079,0.214,0.37,0.337,0.535,3.3,20.1,1.23,0.66,0.14,-0.54,1.13,-1.91,23.15,0.35100000000000003,0.763,0.518,0.603,0.838,0.7440000000000001,0.406,0.611,0.133
103,9241,Starling Marte,30,586,0.295,0.043,0.16,0.27,0.342,0.503,7.5,16.6,1.01,-0.88,3.19,1.5,-2.07,6.96,,0.364,0.774,0.5329999999999999,0.635,0.858,0.769,0.41200000000000003,0.626,0.12300000000000001
140,13624,Corey Seager,25,541,0.272,0.081,0.18100000000000002,0.45,0.335,0.483,3.2,9.5,0.69,-0.16,-3.2,3.49,-0.69,6.18,,0.307,0.795,0.511,0.5720000000000001,0.8690000000000001,0.765,0.419,0.5820000000000001,0.12
24,6184,J.D. Martinez,31,657,0.304,0.11,0.21,0.52,0.383,0.557,3.1,37.6,1.33,-0.55,2.74,-0.34,6.83,0.88,,0.318,0.757,0.495,0.562,0.868,0.75,0.402,0.616,0.12300000000000001
55,19326,Bryan Reynolds,24,546,0.314,0.084,0.222,0.38,0.377,0.503,4.3,24.1,1.58,0.93,0.39,1.54,0.61,2.25,,0.311,0.742,0.479,0.59,0.871,0.759,0.389,0.606,0.115
159,13510,Jose Ramirez,26,542,0.255,0.096,0.13699999999999998,0.7,0.327,0.479,5.9,6.8,0.46,1.48,-1.28,0.62,-0.65,2.54,,0.264,0.642,0.423,0.768,0.9229999999999999,0.867,0.42100000000000004,0.5660000000000001,0.055999999999999994
175,9774,Christian Vazquez,28,521,0.276,0.063,0.19399999999999998,0.33,0.32,0.477,3.3,5.2,-0.57,1.05,1.18,0.41,-0.85,-3.41,23.15,0.35200000000000004,0.69,0.499,0.708,0.884,0.8140000000000001,0.435,0.6409999999999999,0.09300000000000001
163,12532,Kolten Wong,28,549,0.285,0.086,0.151,0.57,0.361,0.423,5.9,6.7,1.45,0.48,-1.42,1.75,-1.58,-1.91,,0.314,0.696,0.474,0.7070000000000001,0.9209999999999999,0.838,0.418,0.57,0.077
246,18363,Victor Robles,22,617,0.255,0.057,0.22699999999999998,0.25,0.326,0.419,6.6,-1.7,-0.14,-0.08,2.26,2.98,-1.83,0.35,,0.319,0.7140000000000001,0.489,0.639,0.8690000000000001,0.7829999999999999,0.43,0.621,0.106
127,9927,Brett Gardner,35,550,0.251,0.095,0.196,0.48,0.325,0.503,6.7,11.6,1.31,-0.98,-1.1,-1.8,0.86,1.02,46.08,0.248,0.56,0.38299999999999995,0.6759999999999999,0.912,0.826,0.435,0.535,0.067
122,9218,Paul Goldschmidt,31,682,0.26,0.114,0.243,0.47,0.346,0.476,3.1,15.2,0.24,0.71,1.55,1.11,1.11,1.14,,0.314,0.677,0.46399999999999997,0.6990000000000001,0.8009999999999999,0.76,0.413,0.645,0.111
50,15149,Trey Mancini,27,679,0.291,0.09300000000000001,0.21100000000000002,0.44,0.364,0.535,3.1,31.0,2.08,-0.13,0.92,-0.49,0.56,0.87,,0.33399999999999996,0.6970000000000001,0.48100000000000004,0.6409999999999999,0.8340000000000001,0.754,0.406,0.63,0.11800000000000001
105,13152,Jorge Polanco,25,704,0.295,0.085,0.165,0.52,0.356,0.485,4.7,19.8,0.98,0.62,1.12,0.72,0.41,0.62,,0.285,0.672,0.446,0.7190000000000001,0.907,0.836,0.41600000000000004,0.595,0.073
261,12147,Nick Ahmed,29,625,0.254,0.083,0.18100000000000002,0.46,0.316,0.437,5.5,-2.8,0.3,-0.38,-1.96,1.53,-0.11,5.46,,0.31,0.7340000000000001,0.493,0.6409999999999999,0.885,0.7979999999999999,0.43200000000000005,0.629,0.1
268,15986,Willy Adames,23,584,0.254,0.079,0.262,0.3,0.317,0.418,3.2,-3.7,0.97,-1.14,-2.55,3.85,-3.17,-2.59,,0.275,0.703,0.469,0.5710000000000001,0.845,0.757,0.45299999999999996,0.628,0.114
12,14128,Joey Gallo,25,297,0.253,0.175,0.384,0.46,0.389,0.598,4.7,20.8,2.32,-0.75,0.1,6.54,-1.72,3.18,,0.242,0.655,0.40700000000000003,0.358,0.731,0.598,0.39899999999999997,0.522,0.16399999999999998
96,13499,Tom Murphy,28,281,0.273,0.068,0.31,0.22,0.324,0.535,3.5,8.4,1.7,0.06,-3.57,-0.52,1.19,5.17,,0.319,0.64,0.449,0.534,0.836,0.7090000000000001,0.406,0.5660000000000001,0.131
124,13419,Christian Walker,28,603,0.259,0.111,0.257,0.43,0.348,0.476,4.2,13.3,0.59,-0.32,0.73,1.91,-0.62,2.83,,0.282,0.78,0.48700000000000004,0.58,0.8190000000000001,0.738,0.41200000000000003,0.589,0.128
204,2900,Roberto Perez,30,449,0.239,0.1,0.28300000000000003,0.35,0.321,0.452,1.5,2.2,0.57,-0.8,2.43,-1.64,-1.23,-4.58,,0.242,0.615,0.395,0.555,0.795,0.708,0.41,0.581,0.115
15,19709,Fernando Tatis Jr.,20,372,0.317,0.081,0.29600000000000004,0.27,0.379,0.59,7.1,25.2,2.17,2.35,6.81,0.37,-0.86,-0.31,,0.318,0.726,0.47600000000000003,0.46299999999999997,0.815,0.6709999999999999,0.38799999999999996,0.605,0.157
114,2967,Tommy Pham,31,654,0.273,0.124,0.188,0.66,0.369,0.45,5.0,16.4,0.35,-0.78,0.84,2.7,3.51,1.01,,0.19899999999999998,0.63,0.384,0.626,0.8859999999999999,0.809,0.428,0.583,0.073
142,11281,Whit Merrifield,30,735,0.302,0.061,0.171,0.36,0.348,0.463,6.3,12.8,1.49,-1.65,2.23,1.92,0.1,3.92,,0.341,0.691,0.491,0.7340000000000001,0.872,0.8170000000000001,0.429,0.604,0.08900000000000001
241,17992,David Fletcher,25,653,0.29,0.084,0.098,0.86,0.35,0.384,4.4,-1.3,0.08,-1.22,1.79,0.1,1.64,0.16,,0.253,0.48700000000000004,0.36200000000000004,0.826,0.961,0.9109999999999999,0.465,0.556,0.032
141,14161,Byron Buxton,25,295,0.262,0.064,0.231,0.28,0.314,0.513,8.6,5.2,0.34,-2.56,8.36,4.98,-0.47,0.5,,0.37200000000000005,0.764,0.539,0.564,0.836,0.728,0.42700000000000005,0.617,0.146
134,7927,Eric Sogard,33,442,0.29,0.086,0.14300000000000002,0.6,0.353,0.457,5.3,8.4,0.76,1.3,-0.49,1.74,-0.99,-1.17,,0.265,0.557,0.38799999999999996,0.831,0.932,0.893,0.424,0.588,0.042
41,13145,Josh Bell,26,613,0.277,0.121,0.192,0.63,0.367,0.569,2.9,31.0,1.76,2.29,-1.65,2.39,-0.66,4.33,,0.302,0.778,0.48100000000000004,0.66,0.8320000000000001,0.765,0.377,0.5479999999999999,0.113
138,6153,Eduardo Escobar,30,699,0.269,0.07200000000000001,0.18600000000000003,0.38,0.32,0.511,5.3,12.8,0.82,2.35,4.06,0.35,-2.29,-6.05,,0.408,0.711,0.525,0.684,0.85,0.7709999999999999,0.386,0.615,0.12
40,12164,Miguel Sano,26,439,0.247,0.125,0.36200000000000004,0.35,0.346,0.576,3.5,22.2,2.1,-0.46,4.35,-0.24,0.93,1.91,,0.27899999999999997,0.68,0.436,0.428,0.772,0.638,0.391,0.565,0.158
58,10681,Gio Urshela,27,476,0.314,0.053,0.183,0.29,0.355,0.534,2.4,20.2,0.67,-0.99,1.88,3.09,2.12,4.0,,0.418,0.77,0.565,0.73,0.846,0.7959999999999999,0.418,0.672,0.115
82,15117,Hunter Dozier,27,586,0.279,0.094,0.253,0.37,0.348,0.522,4.5,20.2,1.3,1.78,-0.1,-1.05,-0.66,-4.66,,0.301,0.66,0.447,0.501,0.904,0.743,0.406,0.606,0.115
72,15274,Mike Tauchman,28,296,0.277,0.115,0.24,0.48,0.361,0.504,5.3,11.2,0.42,-0.23,-1.35,3.64,2.54,-4.91,,0.228,0.7020000000000001,0.431,0.679,0.858,0.804,0.428,0.595,0.085
115,4892,Mike Moustakas,30,584,0.254,0.091,0.168,0.54,0.329,0.516,3.3,14.3,0.53,0.25,0.39,0.94,2.17,0.6,,0.33899999999999997,0.741,0.498,0.6629999999999999,0.86,0.779,0.39299999999999996,0.522,0.11
14,4229,Howie Kendrick,35,370,0.344,0.073,0.132,0.55,0.395,0.572,3.3,25.7,2.1,0.77,0.54,3.87,0.38,5.41,,0.331,0.6629999999999999,0.475,0.7190000000000001,0.925,0.843,0.43200000000000005,0.662,0.07400000000000001
77,11899,Joc Pederson,27,514,0.249,0.09699999999999999,0.21600000000000003,0.45,0.339,0.538,3.7,18.6,1.52,1.27,0.17,1.22,-0.14,-1.38,-9.1,0.302,0.68,0.457,0.679,0.84,0.777,0.41200000000000003,0.578,0.102
132,18289,Brian Anderson,26,520,0.261,0.085,0.21899999999999997,0.39,0.342,0.468,3.5,10.0,-0.17,2.34,-0.79,2.13,-0.48,-0.4,,0.348,0.659,0.475,0.5870000000000001,0.871,0.7490000000000001,0.41,0.627,0.11900000000000001
131,19252,Cavan Biggio,24,430,0.234,0.165,0.28600000000000003,0.58,0.364,0.429,6.4,8.4,1.2,-0.64,5.08,0.04,-0.42,-2.75,,0.158,0.633,0.359,0.47100000000000003,0.856,0.759,0.423,0.56,0.087
226,15223,Adam Frazier,27,608,0.278,0.066,0.12300000000000001,0.53,0.336,0.417,4.8,0.0,0.28,1.51,-1.41,-0.9,0.49,-1.53,,0.309,0.7040000000000001,0.48,0.77,0.909,0.858,0.43200000000000005,0.556,0.068
252,12092,Niko Goodrum,27,472,0.248,0.09699999999999999,0.292,0.33,0.322,0.421,6.4,-1.8,0.91,-1.45,-3.27,-0.24,-1.36,-0.96,6.58,0.324,0.711,0.48100000000000004,0.544,0.8059999999999999,0.701,0.406,0.589,0.14400000000000002
62,11609,Willson Contreras,27,409,0.272,0.09300000000000001,0.249,0.37,0.355,0.533,3.1,17.0,-0.24,1.18,5.11,6.92,1.18,2.17,,0.374,0.7120000000000001,0.499,0.589,0.794,0.6970000000000001,0.369,0.5870000000000001,0.151
89,11737,Nick Castellanos,27,664,0.289,0.062,0.215,0.29,0.337,0.525,3.6,21.5,2.09,-0.95,0.79,1.79,0.78,-2.62,,0.409,0.763,0.547,0.585,0.879,0.745,0.39,0.619,0.14
104,14854,Mike Yastrzemski,28,411,0.272,0.078,0.26,0.3,0.334,0.518,4.2,11.6,0.14,0.74,2.53,1.85,3.1,-1.98,,0.292,0.6940000000000001,0.47100000000000003,0.642,0.815,0.755,0.444,0.616,0.115
101,3711,Eric Thames,32,459,0.247,0.111,0.305,0.36,0.346,0.505,4.1,13.4,1.33,-0.92,4.44,0.51,-0.03,-1.81,,0.309,0.7290000000000001,0.47200000000000003,0.517,0.8079999999999999,0.691,0.38799999999999996,0.603,0.146
386,11038,Kevin Kiermaier,29,480,0.228,0.054000000000000006,0.217,0.25,0.278,0.398,7.6,-15.0,-0.12,-0.2,-1.26,-2.85,-2.59,-1.24,,0.379,0.755,0.545,0.626,0.861,0.77,0.442,0.6629999999999999,0.126
29,16424,Jordan Luplow,25,261,0.276,0.126,0.23399999999999999,0.54,0.372,0.551,4.2,14.3,2.0,-0.51,1.95,0.31,-0.4,-6.56,,0.22699999999999998,0.752,0.447,0.596,0.826,0.759,0.42,0.5670000000000001,0.10800000000000001
49,16219,J.D. Davis,26,453,0.307,0.084,0.214,0.39,0.369,0.527,3.5,20.9,1.43,1.32,-2.92,0.38,2.0,-5.03,,0.27699999999999997,0.7490000000000001,0.489,0.6579999999999999,0.7859999999999999,0.746,0.449,0.623,0.124
75,2151,Edwin Encarnacion,36,486,0.244,0.11900000000000001,0.212,0.56,0.344,0.531,2.1,17.8,0.33,-0.08,-1.06,2.66,4.35,7.98,-6.19,0.282,0.664,0.436,0.669,0.8170000000000001,0.76,0.402,0.5660000000000001,0.105
174,9785,Kyle Seager,31,443,0.239,0.099,0.19399999999999998,0.51,0.321,0.468,2.6,4.4,0.54,-0.32,2.05,-1.13,-1.44,2.69,,0.276,0.701,0.45299999999999996,0.669,0.882,0.8059999999999999,0.41700000000000004,0.591,0.08800000000000001
333,13769,Adalberto Mondesi,23,443,0.263,0.043,0.298,0.14,0.291,0.424,9.0,-8.4,-0.04,-1.34,0.05,0.18,-0.88,-2.3,,0.42200000000000004,0.8,0.574,0.452,0.777,0.634,0.402,0.65,0.21
21,20003,Keston Hiura,22,348,0.303,0.07200000000000001,0.307,0.23,0.368,0.57,5.6,20.4,0.93,2.62,0.54,0.02,0.87,8.81,,0.35100000000000003,0.735,0.513,0.48700000000000004,0.769,0.6579999999999999,0.423,0.626,0.175
108,10322,Danny Santana,28,511,0.283,0.049,0.295,0.17,0.324,0.534,7.6,14.0,1.62,3.13,-1.3,-0.88,-1.7,2.41,,0.419,0.742,0.556,0.5820000000000001,0.818,0.715,0.423,0.624,0.158
121,11442,Gary Sanchez,26,446,0.232,0.09,0.28,0.32,0.316,0.525,2.3,10.0,0.93,0.23,-0.81,0.39,0.73,5.55,-4.69,0.353,0.5920000000000001,0.44,0.578,0.833,0.7020000000000001,0.361,0.5579999999999999,0.131
135,11205,Adam Eaton,30,656,0.279,0.099,0.162,0.61,0.365,0.428,6.5,12.2,0.51,-1.77,2.09,1.99,0.85,-2.56,,0.282,0.632,0.431,0.723,0.914,0.8420000000000001,0.42700000000000005,0.579,0.068
98,18882,Brandon Lowe,24,327,0.27,0.076,0.34600000000000003,0.22,0.336,0.514,5.4,9.7,1.32,-0.73,0.0,-0.58,2.92,0.41,,0.341,0.795,0.542,0.43,0.7659999999999999,0.648,0.442,0.636,0.191
