,IDfg,Name,Age,ERA,K/9,K/BB,AVG,WHIP,FIP,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
175,18525,Dylan Cease,25,3.91,12.28,3.32,0.22,1.25,3.41,0.44299999999999995,96.7,0.306,86.0,,,0.152,79.9,0.07400000000000001,78.2,,,,,-0.14,1.14,,0.13,0.19,,,0.325,0.6759999999999999,0.467,0.539,0.785,0.6829999999999999,0.402,0.583,0.14800000000000002
249,16149,Aaron Nola,28,4.63,11.11,5.72,0.235,1.13,3.37,0.405,92.7,,,0.016,86.8,0.27,78.5,0.198,85.2,,,,,0.32,,2.03,0.66,0.01,,,0.341,0.6809999999999999,0.488,0.616,0.818,0.738,0.43200000000000005,0.6659999999999999,0.128
91,18684,Sandy Alcantara,25,3.19,8.8,4.02,0.22,1.07,3.42,0.27699999999999997,97.9,0.24,90.5,,,0.027000000000000003,84.0,0.233,91.9,,,,,0.75,1.0,,-3.63,0.42,,,0.36700000000000005,0.727,0.529,0.594,0.843,0.748,0.451,0.64,0.133
42,2520,Lance Lynn,34,2.69,10.09,3.91,0.207,1.07,3.32,0.43,93.5,0.303,88.6,,,0.028999999999999998,82.2,0.001,86.0,0.043,87.0,,,1.14,0.74,,-2.92,-32.34,0.25,,0.321,0.742,0.5,0.64,0.83,0.76,0.426,0.585,0.12
40,22286,Trevor Rogers,23,2.64,10.62,3.41,0.214,1.15,2.55,0.35600000000000004,94.6,0.14800000000000002,81.9,,,,,0.275,84.9,,,,,0.98,-0.2,,,1.24,,,0.337,0.691,0.49,0.5660000000000001,0.807,0.713,0.43200000000000005,0.569,0.141
69,17995,Logan Webb,24,3.03,9.59,4.39,0.232,1.11,2.72,0.185,92.9,0.27699999999999997,82.5,0.025,92.1,,,0.231,86.1,,,,,0.87,1.84,0.41,,0.17,,,0.34700000000000003,0.625,0.46399999999999997,0.54,0.88,0.732,0.42,0.6659999999999999,0.124
132,15474,Lucas Giolito,26,3.53,10.13,3.87,0.218,1.1,3.79,0.423,93.9,0.214,85.7,,,0.028999999999999998,80.7,0.318,81.6,,,,,0.09,1.34,,-2.35,1.09,,,0.32799999999999996,0.725,0.503,0.546,0.7829999999999999,0.6970000000000001,0.442,0.599,0.153
110,14309,Frankie Montas,28,3.37,9.96,3.63,0.23,1.18,3.37,0.35200000000000004,96.3,0.193,89.0,,,,,,,0.22399999999999998,87.6,,,0.41,-0.77,,,,1.67,,0.359,0.7090000000000001,0.502,0.584,0.831,0.727,0.409,0.652,0.13699999999999998
130,14168,Jose Berrios,27,3.52,9.56,4.53,0.221,1.06,3.47,0.34,94.0,,,,,0.305,83.0,0.132,84.9,,,,,0.47,,,0.16,1.04,,,0.34,0.647,0.46799999999999997,0.6920000000000001,0.861,0.789,0.41700000000000004,0.645,0.099
52,18679,Freddy Peralta,25,2.81,12.16,3.48,0.164,0.97,3.12,0.47100000000000003,93.4,0.264,80.5,,,0.109,76.8,0.09699999999999999,88.1,,,,,1.4,1.14,,2.43,-0.9,,,0.292,0.67,0.449,0.513,0.778,0.6779999999999999,0.418,0.612,0.145
56,11486,Robbie Ray,29,2.84,11.54,4.77,0.209,1.04,3.69,0.442,94.8,0.31,88.7,,,0.06,82.6,0.032,88.0,,,,,0.74,0.91,,-0.56,-3.69,,,0.341,0.745,0.518,0.517,0.8079999999999999,0.7,0.43799999999999994,0.616,0.155
263,13164,Eduardo Rodriguez,28,4.74,10.56,3.94,0.275,1.39,3.32,0.34299999999999997,92.6,0.08199999999999999,82.1,0.17300000000000001,88.4,,,0.22899999999999998,85.4,,,,,0.1,-0.17,-1.79,,0.21,,,0.337,0.7040000000000001,0.485,0.6509999999999999,0.836,0.76,0.405,0.636,0.11699999999999999
72,2233,Adam Wainwright,39,3.05,7.59,3.48,0.218,1.06,3.66,0.303,89.1,,,0.217,85.0,0.341,73.4,0.063,82.7,,,,,1.16,,0.35,1.27,0.11,,,0.303,0.605,0.434,0.675,0.904,0.813,0.43200000000000005,0.643,0.081
70,13743,Max Fried,27,3.04,8.58,3.85,0.225,1.09,3.31,0.27699999999999997,93.9,0.21899999999999997,84.8,,,0.256,74.5,0.022000000000000002,84.7,,,,,0.89,0.52,,1.08,0.85,,,0.32,0.68,0.483,0.5920000000000001,0.872,0.7709999999999999,0.45399999999999996,0.643,0.111
155,16358,Tyler Mahle,26,3.75,10.5,3.28,0.231,1.23,3.8,0.366,94.1,0.311,86.8,,,,,,,0.159,86.5,,,0.28,-0.29,,,,1.13,,0.301,0.674,0.451,0.636,0.82,0.747,0.40299999999999997,0.64,0.114
183,15689,Luis Castillo,28,3.98,9.21,2.56,0.251,1.36,3.75,0.24600000000000002,97.3,0.174,86.4,,,,,0.305,88.4,,,,,-0.72,1.25,,,0.38,,,0.33899999999999997,0.718,0.489,0.606,0.8220000000000001,0.732,0.396,0.595,0.131
227,15038,German Marquez,26,4.4,8.8,2.75,0.24,1.27,3.86,0.263,94.8,0.254,86.4,,,0.196,85.1,0.02,86.0,,,,,0.35,-0.12,,0.83,-2.81,,,0.28800000000000003,0.6920000000000001,0.469,0.508,0.862,0.742,0.44799999999999995,0.578,0.121
230,15488,Antonio Senzatela,26,4.42,6.03,3.28,0.283,1.34,3.61,0.268,94.6,0.317,86.1,,,0.059000000000000004,77.9,0.064,86.0,,,,,0.35,-0.87,,-0.32,-0.82,,,0.266,0.718,0.47600000000000003,0.653,0.89,0.8190000000000001,0.46399999999999997,0.642,0.086
85,12970,Joe Musgrove,28,3.18,10.08,3.76,0.21,1.08,3.7,0.335,93.3,0.27899999999999997,84.1,0.168,90.5,0.23600000000000002,82.1,0.048,87.1,,,,,-0.9,1.92,-0.4,1.88,-1.15,,,0.34,0.63,0.46399999999999997,0.5579999999999999,0.848,0.726,0.42700000000000005,0.608,0.127
67,13431,Marcus Stroman,30,3.02,7.94,3.59,0.237,1.15,3.49,0.264,92.0,0.231,85.5,0.141,90.4,0.023,80.7,0.156,86.0,,,,,0.46,1.25,0.67,-0.28,0.39,,,0.344,0.6759999999999999,0.483,0.603,0.87,0.759,0.418,0.621,0.11599999999999999
134,2036,Clayton Kershaw,33,3.55,10.65,6.86,0.222,1.02,3.0,0.33,90.7,0.475,87.1,,,0.151,74.3,0.006,87.0,,,,,-0.28,1.89,,0.05,-0.83,,,0.36,0.6940000000000001,0.504,0.46299999999999997,0.8079999999999999,0.6679999999999999,0.43200000000000005,0.625,0.16699999999999998
81,12304,Chris Bassitt,32,3.15,9.1,4.08,0.216,1.06,3.34,0.38299999999999995,93.0,0.08,75.4,0.20600000000000002,88.3,0.065,71.8,0.102,85.4,,,,,1.34,0.32,0.06,1.1,0.99,,,0.295,0.672,0.47600000000000003,0.659,0.8490000000000001,0.7879999999999999,0.48100000000000004,0.619,0.10099999999999999
82,14120,Lance McCullers Jr.,27,3.16,10.26,2.43,0.204,1.22,3.52,0.27,94.0,0.239,85.9,0.033,88.3,0.25,84.2,0.138,85.9,,,,,-0.6,1.59,-2.64,1.7,-0.4,,,0.28,0.607,0.415,0.49700000000000005,0.868,0.721,0.41200000000000003,0.556,0.11599999999999999
176,15873,Sean Manaea,29,3.91,9.74,4.73,0.254,1.23,3.66,0.358,92.2,0.156,82.6,,,,,0.242,84.5,,,,,-0.08,-0.44,,,1.27,,,0.325,0.715,0.514,0.643,0.8170000000000001,0.76,0.483,0.6659999999999999,0.12300000000000001
168,16511,Jordan Montgomery,28,3.83,9.27,3.18,0.247,1.28,3.69,0.363,92.5,,,0.13699999999999998,87.3,0.237,80.0,0.244,82.6,,,,,-0.8,,-0.9,1.09,1.77,,,0.354,0.7120000000000001,0.502,0.607,0.812,0.727,0.41200000000000003,0.669,0.13699999999999998
125,23735,Luis Garcia,24,3.48,9.68,3.34,0.229,1.18,3.63,0.40700000000000003,93.3,0.125,80.0,0.225,86.2,0.094,76.0,0.11,83.5,,,,,-0.24,2.28,1.48,-0.49,-0.06,,,0.327,0.667,0.469,0.56,0.82,0.7140000000000001,0.41700000000000004,0.599,0.134
140,13896,Chris Flexen,26,3.61,6.26,3.13,0.265,1.25,3.89,0.366,92.8,,,0.294,89.1,0.153,77.3,0.153,82.8,,,,,0.32,,0.06,-0.38,1.24,,,0.32899999999999996,0.7170000000000001,0.496,0.721,0.892,0.8270000000000001,0.43,0.634,0.086
84,13050,Anthony DeSclafani,31,3.17,8.16,3.62,0.223,1.09,3.62,0.364,94.1,0.35700000000000004,88.0,,,0.081,83.0,0.10400000000000001,88.2,,,,,1.29,0.97,,-0.86,0.48,,,0.318,0.6920000000000001,0.48700000000000004,0.614,0.863,0.773,0.45,0.67,0.11
109,8779,Wade Miley,34,3.37,6.9,2.5,0.261,1.33,3.97,0.271,89.8,0.048,79.4,0.466,85.4,0.038,75.0,0.272,82.0,,,,,0.57,-0.32,-0.21,-2.52,0.31,,,0.348,0.691,0.46799999999999997,0.723,0.843,0.785,0.35200000000000004,0.578,0.10099999999999999
152,10123,Kyle Gibson,33,3.71,7.66,2.42,0.232,1.22,3.87,0.292,92.5,0.162,83.5,0.151,89.5,0.08900000000000001,79.4,0.134,84.8,,,,,0.07,0.78,1.11,1.53,0.3,,,0.322,0.685,0.446,0.635,0.889,0.769,0.34299999999999997,0.593,0.10300000000000001
86,19755,Shohei Ohtani,26,3.18,10.77,3.55,0.205,1.09,3.52,0.355,95.7,0.218,82.3,0.126,87.1,0.036000000000000004,74.6,,,0.18,88.2,,,-0.72,2.67,0.14,-2.94,,3.55,,0.302,0.6920000000000001,0.48,0.539,0.831,0.73,0.455,0.58,0.129
4,17277,Ranger Suarez,25,1.36,9.08,3.24,0.192,1.0,2.72,0.258,93.2,0.078,84.3,,,,,0.24,85.0,,,,,2.16,1.29,,,0.82,,,0.318,0.687,0.46299999999999997,0.629,0.847,0.7559999999999999,0.395,0.5670000000000001,0.113
208,13074,Yu Darvish,34,4.22,10.77,4.52,0.219,1.09,3.9,0.45299999999999996,94.5,0.225,81.6,0.337,86.6,0.086,75.2,0.004,85.5,0.044000000000000004,89.2,,,0.1,2.07,-0.66,1.2,-1.59,-2.03,,0.3,0.677,0.473,0.563,0.8390000000000001,0.7440000000000001,0.46,0.606,0.121
165,13361,Steven Matz,30,3.82,8.6,3.35,0.264,1.33,3.79,0.324,94.5,0.08,88.9,,,0.166,77.7,0.23399999999999999,85.1,,,,,0.05,-2.75,,-0.73,1.15,,,0.285,0.669,0.467,0.654,0.867,0.7979999999999999,0.473,0.5920000000000001,0.094
33,3548,Liam Hendriks,32,2.54,14.32,16.14,0.174,0.73,2.34,0.507,97.7,0.217,89.0,,,0.09300000000000001,85.8,,,,,,,1.8,2.19,,1.11,,,,0.38299999999999995,0.8079999999999999,0.57,0.428,0.805,0.6629999999999999,0.43799999999999994,0.708,0.193
83,19427,Shane Bieber,26,3.17,12.48,4.06,0.228,1.21,3.03,0.321,92.8,0.258,85.8,0.027999999999999997,88.5,0.312,83.2,0.047,87.5,,,,,-0.73,2.73,1.13,-0.7,1.93,,,0.35700000000000004,0.643,0.47700000000000004,0.43700000000000006,0.8340000000000001,0.6609999999999999,0.42,0.625,0.162
41,14374,Tyler Glasnow,27,2.66,12.58,4.56,0.176,0.93,2.77,0.368,97.0,0.32,87.6,,,0.138,83.5,0.025,91.6,,,,,1.95,0.94,,2.52,-6.97,,,0.326,0.6809999999999999,0.488,0.364,0.809,0.648,0.45899999999999996,0.624,0.172
2,14212,Josh Hader,27,1.23,15.65,4.25,0.126,0.84,1.69,0.46299999999999997,96.4,0.278,83.6,,,,,0.067,87.7,,,,,2.66,1.84,,,1.79,,,0.358,0.736,0.51,0.43200000000000005,0.698,0.5870000000000001,0.402,0.603,0.21100000000000002
224,14444,Hyun-Jin Ryu,34,4.37,7.62,3.86,0.257,1.22,4.02,0.331,90.0,0.068,85.6,0.191,86.4,0.126,73.9,0.255,79.9,,,,,0.01,1.55,-0.03,-0.2,0.04,,,0.35100000000000003,0.647,0.473,0.7190000000000001,0.855,0.795,0.41100000000000003,0.639,0.09699999999999999
118,21483,Shane McClanahan,24,3.43,10.29,3.81,0.251,1.27,3.31,0.295,96.5,0.348,89.2,,,0.163,82.6,,,0.081,89.3,,,-0.37,1.08,,2.27,,-3.13,,0.34700000000000003,0.687,0.499,0.48700000000000004,0.8390000000000001,0.7040000000000001,0.44799999999999995,0.642,0.14800000000000002
167,13781,Alex Wood,30,3.83,9.87,3.9,0.236,1.18,3.48,0.267,91.8,0.315,84.0,,,,,0.221,85.3,,,,,0.9,0.92,,,-1.21,,,0.322,0.6509999999999999,0.469,0.5770000000000001,0.83,0.7340000000000001,0.44799999999999995,0.6459999999999999,0.125
159,6562,Alex Cobb,33,3.76,9.45,2.97,0.238,1.26,2.92,0.237,92.8,0.013000000000000001,86.1,,,0.151,82.8,0.37,87.5,,,,,0.24,1.21,,0.99,0.93,,,0.34600000000000003,0.618,0.445,0.652,0.8420000000000001,0.748,0.363,0.613,0.11199999999999999
143,16269,John Means,28,3.62,8.22,5.15,0.223,1.03,4.62,0.474,92.8,0.084,86.4,,,0.16399999999999998,78.1,0.273,83.5,,,,,-0.29,0.81,,1.32,1.09,,,0.322,0.736,0.503,0.706,0.795,0.763,0.436,0.693,0.11900000000000001
15,19753,Jonathan Loaisiga,26,2.17,8.79,4.31,0.212,1.02,2.58,0.23399999999999999,98.4,,,,,0.228,87.1,0.184,90.0,,,,,1.22,,,2.03,1.04,,,0.41100000000000003,0.687,0.527,0.647,0.815,0.74,0.42100000000000004,0.611,0.13699999999999998
200,12768,Sonny Gray,31,4.19,10.31,3.1,0.222,1.22,3.99,0.321,92.4,0.151,82.1,0.052000000000000005,83.9,0.23399999999999999,79.3,0.032,88.4,,,,,0.32,-0.16,2.19,-0.37,0.7,,,0.295,0.629,0.429,0.579,0.875,0.753,0.401,0.59,0.106
20,7005,Ryan Pressly,32,2.25,11.39,6.23,0.207,0.97,2.06,0.27699999999999997,95.5,0.359,90.6,,,0.245,82.1,,,,,,,0.74,3.82,,0.42,,,,0.37200000000000005,0.669,0.49700000000000005,0.49,0.877,0.7090000000000001,0.42100000000000004,0.7,0.14400000000000002
246,14916,Jon Gray,29,4.59,9.48,2.71,0.242,1.33,4.22,0.335,94.9,0.379,86.7,,,0.063,76.1,0.08199999999999999,87.6,,,,,-1.12,1.22,,0.21,-1.56,,,0.258,0.68,0.449,0.536,0.855,0.755,0.45299999999999996,0.643,0.11
277,10021,Mike Minor,33,5.05,8.45,3.63,0.25,1.24,4.29,0.414,91.0,0.21899999999999997,85.7,,,0.157,80.5,0.196,85.3,,,,,0.27,-0.78,,-0.87,-0.29,,,0.337,0.6940000000000001,0.484,0.665,0.858,0.779,0.41200000000000003,0.611,0.107
233,11156,Merrill Kelly,32,4.44,7.41,3.17,0.262,1.29,4.11,0.344,91.8,0.001,83.7,0.146,90.9,0.179,81.3,0.171,87.3,,,,,-0.27,10.99,0.25,0.42,-0.43,,,0.311,0.7020000000000001,0.486,0.667,0.9009999999999999,0.818,0.447,0.619,0.08800000000000001
76,17085,Pablo Lopez,25,3.07,10.08,4.42,0.231,1.12,3.29,0.31,94.0,,,0.126,91.5,0.096,80.3,0.325,88.0,,,,,0.58,,1.14,0.26,0.13,,,0.374,0.677,0.506,0.6659999999999999,0.8390000000000001,0.767,0.434,0.624,0.11800000000000001
242,15454,Nick Pivetta,28,4.53,10.16,2.69,0.232,1.3,4.28,0.43,94.8,0.21600000000000003,86.0,,,0.237,78.6,0.027000000000000003,87.9,,,,,0.22,-0.19,,0.18,-3.91,,,0.302,0.705,0.479,0.63,0.861,0.78,0.44,0.635,0.106
202,13543,Blake Snell,28,4.2,11.89,2.46,0.211,1.32,3.82,0.373,95.2,0.243,86.6,,,0.133,79.6,0.10099999999999999,88.4,,,,,0.76,1.49,,-0.77,-3.63,,,0.28600000000000003,0.677,0.442,0.51,0.8340000000000001,0.708,0.39799999999999996,0.5760000000000001,0.129
68,14986,Giovanny Gallegos,29,3.02,10.64,4.75,0.18,0.88,2.75,0.47,94.5,0.426,85.6,,,,,0.046,87.2,,,,,1.3,2.09,,,-0.12,,,0.38,0.711,0.511,0.48100000000000004,0.851,0.685,0.397,0.616,0.161
256,22250,Logan Gilbert,24,4.68,9.65,4.57,0.239,1.17,3.73,0.46299999999999997,95.3,0.239,83.4,,,0.068,74.8,0.078,79.9,,,,,1.34,-1.93,,0.2,-3.34,,,0.312,0.757,0.507,0.6459999999999999,0.8109999999999999,0.754,0.43799999999999994,0.622,0.125
3,21032,Emmanuel Clase,23,1.29,9.56,4.63,0.194,0.96,2.11,0.18100000000000002,100.3,0.299,91.9,,,,,,,,,,,1.44,2.66,,,,,,0.41600000000000004,0.72,0.5489999999999999,0.496,0.8370000000000001,0.691,0.436,0.631,0.16899999999999998
22,6655,Craig Kimbrel,33,2.26,15.08,4.35,0.148,0.91,2.43,0.47700000000000004,96.5,,,,,0.41,86.1,,,,,,,0.8,,,2.76,,,,0.32799999999999996,0.6609999999999999,0.456,0.374,0.782,0.602,0.386,0.63,0.182
131,19879,Tanner Houck,25,3.52,11.35,4.14,0.221,1.13,2.58,0.321,94.1,0.371,84.4,,,,,,,0.07400000000000001,85.8,,,0.85,1.19,,,,1.46,,0.32299999999999995,0.6829999999999999,0.467,0.536,0.835,0.711,0.401,0.607,0.135
241,12880,Tyler Anderson,31,4.53,7.22,3.53,0.256,1.25,4.37,0.431,90.2,,,0.271,85.1,0.006999999999999999,73.8,0.24600000000000002,80.9,,,,,-0.15,,0.56,-8.8,-0.62,,,0.37200000000000005,0.742,0.537,0.715,0.8290000000000001,0.785,0.445,0.687,0.115
25,14993,Scott Barlow,28,2.42,11.02,3.25,0.221,1.2,2.63,0.37799999999999995,95.4,0.46299999999999997,85.0,,,0.204,79.4,,,,,,,0.58,0.63,,1.52,,,,0.35700000000000004,0.627,0.45799999999999996,0.469,0.836,0.657,0.374,0.618,0.157
198,13774,Zach Eflin,27,4.17,8.43,6.19,0.274,1.25,3.68,0.32899999999999996,92.6,0.133,86.8,0.11199999999999999,88.6,0.10800000000000001,77.7,0.105,85.3,,,,,0.68,-0.71,-0.91,-1.0,-1.64,,,0.33399999999999996,0.6990000000000001,0.494,0.6859999999999999,0.8590000000000001,0.7929999999999999,0.43799999999999994,0.6609999999999999,0.102
209,19244,Cole Irvin,27,4.24,6.31,2.98,0.272,1.33,4.3,0.379,90.7,0.152,83.0,,,0.028999999999999998,76.6,0.218,84.3,,,,,-0.27,-0.97,,-5.46,1.34,,,0.348,0.73,0.516,0.7659999999999999,0.863,0.8270000000000001,0.441,0.652,0.08900000000000001
96,26410,Alek Manoah,23,3.22,10.24,3.18,0.191,1.05,3.8,0.406,93.4,0.276,81.1,,,,,0.096,86.9,,,,,1.11,1.25,,,-1.15,,,0.312,0.715,0.478,0.627,0.8029999999999999,0.736,0.41200000000000003,0.573,0.126
60,19312,Cal Quantrill,26,2.89,7.28,2.57,0.23,1.18,4.07,0.34600000000000003,94.3,0.306,88.2,,,0.045,81.5,0.138,85.0,,,,,0.09,1.38,,1.25,0.71,,,0.305,0.6990000000000001,0.465,0.71,0.857,0.799,0.40700000000000003,0.6559999999999999,0.09300000000000001
35,17130,Raisel Iglesias,31,2.57,13.24,8.58,0.204,0.93,2.83,0.387,96.4,0.309,85.2,,,,,0.245,89.4,,,,,1.12,1.13,,,1.92,,,0.395,0.72,0.535,0.5,0.6990000000000001,0.616,0.43200000000000005,0.6890000000000001,0.20600000000000002
122,14710,Edwin Diaz,27,3.45,12.78,3.87,0.191,1.05,2.48,0.43200000000000005,98.8,0.37799999999999995,90.7,,,,,,,,,,,-0.33,3.19,,,,,,0.353,0.7070000000000001,0.498,0.495,0.8,0.6729999999999999,0.41,0.591,0.163
273,25377,Brady Singer,24,4.91,9.19,2.47,0.28,1.55,4.04,0.278,93.7,0.381,85.5,,,,,0.039,88.1,,,,,-0.92,-0.26,,,-1.11,,,0.284,0.626,0.43200000000000005,0.605,0.8590000000000001,0.764,0.434,0.5579999999999999,0.102
80,17295,Framber Valdez,27,3.14,8.35,2.16,0.219,1.25,4.01,0.149,92.5,,,,,0.308,78.0,0.121,87.6,,,,,0.25,,,1.31,-0.36,,,0.27399999999999997,0.62,0.42,0.541,0.888,0.757,0.42200000000000004,0.542,0.102
216,11674,Jameson Taillon,29,4.3,8.73,3.18,0.235,1.21,4.43,0.483,94.0,0.19899999999999998,87.0,,,0.19,80.7,0.06,88.1,0.0,93.0,,,0.95,-0.51,,-1.43,-1.75,5.96,,0.337,0.728,0.506,0.632,0.835,0.758,0.43200000000000005,0.627,0.122
319,11713,Matt Harvey,32,6.27,6.7,2.57,0.296,1.54,4.6,0.35200000000000004,93.2,0.193,87.0,,,0.14,80.0,0.11800000000000001,85.4,,,,,-1.12,-1.73,,-2.24,1.84,,,0.308,0.6920000000000001,0.478,0.7020000000000001,0.9059999999999999,0.833,0.44299999999999995,0.639,0.08
137,19951,Ian Anderson,23,3.58,8.7,2.34,0.218,1.23,4.12,0.309,94.6,,,,,0.21100000000000002,80.7,0.314,88.1,,,,,0.9,,,-0.98,0.87,,,0.29,0.698,0.45399999999999996,0.594,0.8270000000000001,0.738,0.402,0.5870000000000001,0.11900000000000001
37,12703,Trevor Bauer,30,2.59,11.45,3.7,0.181,1.0,4.03,0.474,94.0,0.187,80.9,0.215,85.4,0.11199999999999999,79.7,0.026000000000000002,88.1,,,,,1.81,1.57,-1.05,-1.69,-0.58,,,0.314,0.6509999999999999,0.452,0.551,0.838,0.72,0.409,0.6,0.126
141,18413,Jose Urquidy,26,3.62,7.57,4.74,0.216,0.99,4.14,0.456,92.6,0.195,79.3,,,0.07400000000000001,77.3,0.18100000000000002,84.4,,,,,1.24,-0.82,,0.18,0.7,,,0.325,0.728,0.527,0.645,0.833,0.775,0.5,0.643,0.11800000000000001
281,20099,Chris Paddack,25,5.07,8.22,4.5,0.264,1.26,3.78,0.353,94.9,,,0.02,92.6,0.12300000000000001,78.7,0.262,85.3,,,,,-0.34,,-2.47,0.62,-0.08,,,0.322,0.6970000000000001,0.49200000000000005,0.6990000000000001,0.8140000000000001,0.773,0.45299999999999996,0.636,0.11199999999999999
6,7531,Collin McHugh,34,1.55,10.41,6.17,0.206,0.94,2.12,0.359,90.6,0.529,79.5,0.33,87.6,0.031,74.4,0.001,86.0,,,,,0.47,2.08,2.31,0.67,-2.88,,,0.344,0.642,0.483,0.5529999999999999,0.81,0.7120000000000001,0.465,0.636,0.139
12,12572,Blake Treinen,33,1.99,10.58,3.4,0.178,0.98,2.88,0.301,97.5,0.35100000000000003,86.5,0.299,93.4,,,0.001,90.0,,,,,-0.03,2.92,2.34,,-9.27,,,0.358,0.667,0.483,0.585,0.847,0.732,0.40399999999999997,0.657,0.13
238,19409,Dane Dunning,26,4.51,8.72,2.65,0.273,1.44,3.94,0.264,90.4,0.215,79.8,0.081,85.9,0.048,78.2,0.127,84.6,,,,,0.55,-1.24,-1.9,-1.48,-1.43,,,0.316,0.6609999999999999,0.45799999999999996,0.655,0.866,0.7809999999999999,0.413,0.634,0.10099999999999999
16,3096,Kenley Jansen,33,2.22,11.22,2.39,0.15,1.04,3.08,0.444,93.9,0.154,82.0,0.581,92.6,,,,,,,,,1.63,2.53,1.75,,,,,0.34600000000000003,0.6829999999999999,0.49700000000000005,0.561,0.777,0.6940000000000001,0.447,0.619,0.152
